sample	phylum	read_count	contig_count	bin_count	contig_percent	bin_percent
ERR1135361	p__Cyanobacteriota	14940	608	30	4.07	0.20
ERR1135361	p__Campylobacterota	4488	305	0	6.80	0.00
ERR1135361	p__Planctomycetota	1068	14	0	1.31	0.00
ERR1135361	p__Desulfobacterota_I	2036	142	30	6.97	1.47
ERR1135361	p__Vulcanimicrobiota	297	13	0	4.38	0.00
ERR1135361	p__Bdellovibrionota_B	203	0	0	0.00	0.00
ERR1135361	p__Elusimicrobiota	423	0	0	0.00	0.00
ERR1135361	p__Patescibacteriota	444	61	12	13.74	2.70
ERR1135361	p__Chrysiogenota	322	0	0	0.00	0.00
ERR1135361	p__Chlamydiota	44	12	0	27.27	0.00
ERR1135361	p__Fusobacteriota	78	20	0	25.64	0.00
ERR1135361	p__Cloacimonadota	31	0	0	0.00	0.00
ERR1135361	p__Marinisomatota	5	0	0	0.00	0.00
ERR1135361	p__Synergistota	22	0	0	0.00	0.00
ERR1135361	p__Thermotogota	7	1	1	14.29	14.29
ERR1135361	p__Bacteroidota_A	47	4	0	8.51	0.00
ERR1135361	p__Desulfobacterota	109	78	55	71.56	50.46
ERR1135361	p__Chloroflexota	81	0	0	0.00	0.00
ERR1135361	p__Acidobacteriota	52	7	0	13.46	0.00
ERR1135361	p__UBA1439	3	0	0	0.00	0.00
ERR1135361	p__Lernaellota	2	0	0	0.00	0.00
ERR1135361	p__UBA10199	1	0	0	0.00	0.00
ERR1135361	p__Gemmatimonadota	11	0	0	0.00	0.00
ERR1135361	p__WOR-3	1	0	0	0.00	0.00
ERR1135361	p__Desulfobacterota_B	10	9	0	90.00	0.00
ERR1135361	p__Deinococcota	5	0	0	0.00	0.00
ERR1135361	p__AUK180	1	0	0	0.00	0.00
ERR1135361	p__Bdellovibrionota	3	0	0	0.00	0.00
ERR1135361	p__UBP6	1	0	0	0.00	0.00
ERR1135361	p__Muiribacteriota	3	0	0	0.00	0.00
ERR1135361	p__Myxococcota_A	2	0	0	0.00	0.00
ERR1135361	p__SAR324	17	17	0	100.00	0.00
ERR1135361	p__Omnitrophota	6	0	0	0.00	0.00
ERR1135361	p__Desulfobacterota_D	2	0	0	0.00	0.00
ERR1135361	p__Latescibacterota	1	0	0	0.00	0.00
ERR1135361	p__Nitrospirota	7	0	0	0.00	0.00
ERR1135361	p__Armatimonadota	6	0	0	0.00	0.00
ERR1135361	p__Nitrospinota	4	0	0	0.00	0.00
ERR1135361	p__PUNC01	1	0	0	0.00	0.00
ERR1135361	p__Babelota	1	0	0	0.00	0.00
ERR1135361	p__Electryoneota	4	0	0	0.00	0.00
ERR1135361	p__JACPSX01	1	0	0	0.00	0.00
ERR1135361	p__Zixibacteria	3	0	0	0.00	0.00
ERR1135361	p__Hydrogenedentota	2	0	0	0.00	0.00
ERR1135361	p__Zhuqueibacterota	3	0	0	0.00	0.00
ERR1135361	p__Desulfobacterota_E	3	0	0	0.00	0.00
ERR1135361	p__Krumholzibacteriota	1	0	0	0.00	0.00
ERR1135361	p__Margulisbacteria	1	0	0	0.00	0.00
ERR1135361	p__UBA4055	5	4	0	80.00	0.00
ERR1135361	p__Eisenbacteria	1	0	0	0.00	0.00
ERR1135361	p__Desulfobacterota_G	1	0	0	0.00	0.00
ERR1135361	p__Thermoplasmatota	2708	24	0	0.89	0.00
ERR1135361	p__Methanobacteriota	566	114	0	20.14	0.00
ERR1135361	p__Halobacteriota	19	0	0	0.00	0.00
ERR1135361	p__Thermoproteota	3	0	0	0.00	0.00
ERR1135361	p__Micrarchaeota	5	0	0	0.00	0.00
ERR1135361	p__Nanobdellota	3	0	0	0.00	0.00
ERR1135363	p__Bacteroidota	1412983	919228	200344	65.06	14.18
ERR1135363	p__Verrucomicrobiota	54966	19993	3	36.37	0.01
ERR1135363	p__Bacillota	785053	272959	39451	34.77	5.03
ERR1135363	p__Myxococcota	5267	289	0	5.49	0.00
ERR1135363	p__Spirochaetota	163987	113029	78384	68.93	47.80
ERR1135363	p__Planctomycetota	2686	30	0	1.12	0.00
ERR1135363	p__Fibrobacterota	3732	153	0	4.10	0.00
ERR1135363	p__Desulfobacterota_I	4128	37	0	0.90	0.00
ERR1135363	p__Campylobacterota	11663	4780	0	40.98	0.00
ERR1135363	p__Cyanobacteriota	8284	593	0	7.16	0.00
ERR1135363	p__Actinomycetota	4726	174	8	3.68	0.17
ERR1135363	p__Pseudomonadota	13677	1578	648	11.54	4.74
ERR1135363	p__Patescibacteriota	1501	252	73	16.79	4.86
ERR1135363	p__Elusimicrobiota	1086	0	0	0.00	0.00
ERR1135363	p__Bdellovibrionota_B	269	0	0	0.00	0.00
ERR1135363	p__Vulcanimicrobiota	133	0	0	0.00	0.00
ERR1135363	p__Chrysiogenota	201	0	0	0.00	0.00
ERR1135363	p__Chlamydiota	68	0	0	0.00	0.00
ERR1135363	p__Synergistota	59	0	0	0.00	0.00
ERR1135363	p__Fusobacteriota	69	12	0	17.39	0.00
ERR1135363	p__Cloacimonadota	40	5	0	12.50	0.00
ERR1135363	p__Thermotogota	29	2	0	6.90	0.00
ERR1135363	p__Desulfobacterota	145	58	49	40.00	33.79
ERR1135363	p__Chloroflexota	83	0	0	0.00	0.00
ERR1135363	p__Bacteroidota_A	57	34	0	59.65	0.00
ERR1135363	p__Methylomirabilota	6	0	0	0.00	0.00
ERR1135363	p__Acidobacteriota	72	4	5	5.56	6.94
ERR1135363	p__Deinococcota	11	0	0	0.00	0.00
ERR1135363	p__WOR-3	4	0	0	0.00	0.00
ERR1135363	p__Bdellovibrionota	12	3	0	25.00	0.00
ERR1135363	p__Caldisericota	2	1	0	50.00	0.00
ERR1135363	p__Desulfobacterota_B	18	18	0	100.00	0.00
ERR1135363	p__Desulfobacterota_E	2	0	0	0.00	0.00
ERR1135363	p__Armatimonadota	5	0	0	0.00	0.00
ERR1135363	p__AUK180	4	4	0	100.00	0.00
ERR1135363	p__Zixibacteria	2	2	0	100.00	0.00
ERR1135363	p__Muiribacteriota	5	2	0	40.00	0.00
ERR1135363	p__Gemmatimonadota	14	0	0	0.00	0.00
ERR1135363	p__DUMJ01	1	0	0	0.00	0.00
ERR1135363	p__Bipolaricaulota	3	0	0	0.00	0.00
ERR1135363	p__UBP6	1	0	0	0.00	0.00
ERR1135363	p__Poribacteria	1	0	0	0.00	0.00
ERR1135363	p__Hydrogenedentota	36	34	34	94.44	94.44
ERR1135363	p__Aquificota	2	0	0	0.00	0.00
ERR1135363	p__UBA10199	1	0	0	0.00	0.00
ERR1135363	p__Myxococcota_A	2	0	0	0.00	0.00
ERR1135363	p__Hinthialibacterota	3	0	0	0.00	0.00
ERR1135363	p__SAR324	8	0	0	0.00	0.00
ERR1135363	p__Omnitrophota	9	0	0	0.00	0.00
ERR1135363	p__JAGOBX01	1	0	0	0.00	0.00
ERR1135363	p__Calditrichota	1	0	0	0.00	0.00
ERR1135363	p__Latescibacterota	1	0	0	0.00	0.00
ERR1135363	p__Marinisomatota	5	0	0	0.00	0.00
ERR1135363	p__Nitrospinota	5	0	0	0.00	0.00
ERR1135363	p__Nitrospirota	4	0	0	0.00	0.00
ERR1135363	p__Thermosulfidibacterota	1	0	0	0.00	0.00
ERR1135363	p__Babelota	2	0	0	0.00	0.00
ERR1135363	p__Coprothermobacterota	1	0	0	0.00	0.00
ERR1135363	p__Fermentibacterota	1	0	0	0.00	0.00
ERR1135363	p__Eisenbacteria	1	0	0	0.00	0.00
ERR1135363	p__JAAXHH01	1	0	0	0.00	0.00
ERR1135363	p__Joyebacterota	1	0	0	0.00	0.00
ERR1135363	p__Margulisbacteria	2	0	0	0.00	0.00
ERR1135363	p__UBA3054	1	0	0	0.00	0.00
ERR1135363	p__CG2-30-53-67	1	0	0	0.00	0.00
ERR1135363	p__UBA4055	2	0	0	0.00	0.00
ERR1135363	p__Sumerlaeota	1	0	0	0.00	0.00
ERR1135363	p__Desulfobacterota_G	1	0	0	0.00	0.00
ERR1135363	p__DYJV01	1	0	0	0.00	0.00
ERR1135363	p__Krumholzibacteriota	1	0	0	0.00	0.00
ERR1135363	p__Thermoplasmatota	11422	4566	0	39.98	0.00
ERR1135363	p__Methanobacteriota	2750	731	82	26.58	2.98
ERR1135363	p__Halobacteriota	29	7	0	24.14	0.00
ERR1135363	p__Nanobdellota	2	0	0	0.00	0.00
ERR1135363	p__Methanobacteriota_B	3	0	0	0.00	0.00
ERR1135363	p__Thermoproteota	1	0	0	0.00	0.00
ERR1135365	p__Bacteroidota	1534907	972737	148802	63.37	9.69
ERR1135365	p__Bacillota	1037092	363331	87334	35.03	8.42
ERR1135365	p__Verrucomicrobiota	66701	34297	0	51.42	0.00
ERR1135365	p__Myxococcota	6586	459	6	6.97	0.09
ERR1135365	p__Spirochaetota	103825	50355	15073	48.50	14.52
ERR1135365	p__Actinomycetota	12287	5314	13	43.25	0.11
ERR1135365	p__Campylobacterota	25318	12923	0	51.04	0.00
ERR1135365	p__Pseudomonadota	20118	2246	556	11.16	2.76
ERR1135365	p__Planctomycetota	1605	1	0	0.06	0.00
ERR1135365	p__Cyanobacteriota	24593	1053	7	4.28	0.03
ERR1135365	p__Fibrobacterota	2473	314	2	12.70	0.08
ERR1135365	p__Desulfobacterota_I	2905	50	0	1.72	0.00
ERR1135365	p__Elusimicrobiota	3878	91	0	2.35	0.00
ERR1135365	p__Chrysiogenota	1135	1	0	0.09	0.00
ERR1135365	p__Patescibacteriota	2859	1868	0	65.34	0.00
ERR1135365	p__Vulcanimicrobiota	362	0	0	0.00	0.00
ERR1135365	p__Bdellovibrionota_B	184	8	0	4.35	0.00
ERR1135365	p__Chlamydiota	55	0	0	0.00	0.00
ERR1135365	p__Fusobacteriota	209	93	0	44.50	0.00
ERR1135365	p__Thermotogota	32	0	0	0.00	0.00
ERR1135365	p__Cloacimonadota	31	0	0	0.00	0.00
ERR1135365	p__Synergistota	27	0	0	0.00	0.00
ERR1135365	p__Acidobacteriota	76	12	9	15.79	11.84
ERR1135365	p__Deinococcota	22	0	0	0.00	0.00
ERR1135365	p__Bacteroidota_A	53	2	0	3.77	0.00
ERR1135365	p__Desulfobacterota	59	7	3	11.86	5.08
ERR1135365	p__Krumholzibacteriota	6	0	0	0.00	0.00
ERR1135365	p__Armatimonadota	8	0	0	0.00	0.00
ERR1135365	p__Chloroflexota	82	24	15	29.27	18.29
ERR1135365	p__Gemmatimonadota	23	6	6	26.09	26.09
ERR1135365	p__Calditrichota	2	0	0	0.00	0.00
ERR1135365	p__Latescibacterota	1	0	0	0.00	0.00
ERR1135365	p__Desulfobacterota_B	13	0	0	0.00	0.00
ERR1135365	p__Bipolaricaulota	2	0	0	0.00	0.00
ERR1135365	p__RBG-13-61-14	1	0	0	0.00	0.00
ERR1135365	p__DUMJ01	4	0	0	0.00	0.00
ERR1135365	p__Muiribacteriota	9	6	0	66.67	0.00
ERR1135365	p__Methylomirabilota	2	0	0	0.00	0.00
ERR1135365	p__Zixibacteria	1	0	0	0.00	0.00
ERR1135365	p__UBP6	3	0	0	0.00	0.00
ERR1135365	p__Myxococcota_A	1	0	0	0.00	0.00
ERR1135365	p__SAR324	3	0	0	0.00	0.00
ERR1135365	p__Omnitrophota	5	0	0	0.00	0.00
ERR1135365	p__Sysuimicrobiota	1	0	0	0.00	0.00
ERR1135365	p__Sumerlaeota	3	0	0	0.00	0.00
ERR1135365	p__Marinisomatota	1	0	0	0.00	0.00
ERR1135365	p__Babelota	4	2	0	50.00	0.00
ERR1135365	p__Nitrospirota	6	0	0	0.00	0.00
ERR1135365	p__Poribacteria	1	0	0	0.00	0.00
ERR1135365	p__WOR-3	2	0	0	0.00	0.00
ERR1135365	p__Hydrogenedentota	11	9	9	81.82	81.82
ERR1135365	p__Nitrospinota	1	0	0	0.00	0.00
ERR1135365	p__Bdellovibrionota	5	1	0	20.00	0.00
ERR1135365	p__Eisenbacteria	1	0	0	0.00	0.00
ERR1135365	p__Electryoneota	1	0	0	0.00	0.00
ERR1135365	p__UBP4	1	0	0	0.00	0.00
ERR1135365	p__BMS3Abin14	1	0	0	0.00	0.00
ERR1135365	p__UBA3054	3	3	0	100.00	0.00
ERR1135365	p__Margulisbacteria	3	0	0	0.00	0.00
ERR1135365	p__UBA4055	2	0	0	0.00	0.00
ERR1135365	p__Desulfobacterota_G	1	0	0	0.00	0.00
ERR1135365	p__Atribacterota	3	0	0	0.00	0.00
ERR1135365	p__Thermoplasmatota	11902	4233	0	35.57	0.00
ERR1135365	p__Methanobacteriota	1111	342	0	30.78	0.00
ERR1135365	p__Halobacteriota	41	3	0	7.32	0.00
ERR1135365	p__Thermoproteota	5	0	0	0.00	0.00
ERR1135365	p__Micrarchaeota	13	12	12	92.31	92.31
ERR1135365	p__Nanobdellota	3	0	0	0.00	0.00
ERR1135371	p__Bacteroidota	1293211	765916	189272	59.23	14.64
ERR1135371	p__Myxococcota	25475	23655	21381	92.86	83.93
ERR1135371	p__Verrucomicrobiota	79369	50982	16670	64.23	21.00
ERR1135371	p__Bacillota	968351	371184	129622	38.33	13.39
ERR1135371	p__Spirochaetota	108354	72723	49800	67.12	45.96
ERR1135371	p__Actinomycetota	12796	4858	182	37.96	1.42
ERR1135371	p__Campylobacterota	26613	12787	0	48.05	0.00
ERR1135371	p__Desulfobacterota_I	3397	106	0	3.12	0.00
ERR1135371	p__Planctomycetota	2361	9	4	0.38	0.17
ERR1135371	p__Cyanobacteriota	21098	874	82	4.14	0.39
ERR1135371	p__Pseudomonadota	19309	3363	129	17.42	0.67
ERR1135371	p__Vulcanimicrobiota	558	0	0	0.00	0.00
ERR1135371	p__Fibrobacterota	1884	335	0	17.78	0.00
ERR1135371	p__Elusimicrobiota	1292	0	0	0.00	0.00
ERR1135371	p__Patescibacteriota	1019	25	0	2.45	0.00
ERR1135371	p__Chrysiogenota	472	2	0	0.42	0.00
ERR1135371	p__Bdellovibrionota_B	321	3	0	0.93	0.00
ERR1135371	p__Chlamydiota	117	0	0	0.00	0.00
ERR1135371	p__Synergistota	45	2	2	4.44	4.44
ERR1135371	p__Fusobacteriota	107	32	0	29.91	0.00
ERR1135371	p__Cloacimonadota	49	0	0	0.00	0.00
ERR1135371	p__Thermotogota	22	0	0	0.00	0.00
ERR1135371	p__Desulfobacterota	67	8	0	11.94	0.00
ERR1135371	p__Marinisomatota	8	0	0	0.00	0.00
ERR1135371	p__Chloroflexota	65	7	0	10.77	0.00
ERR1135371	p__Muiribacteriota	5	0	0	0.00	0.00
ERR1135371	p__Acidobacteriota	67	10	8	14.93	11.94
ERR1135371	p__Bacteroidota_A	42	0	0	0.00	0.00
ERR1135371	p__Deinococcota	9	0	0	0.00	0.00
ERR1135371	p__Margulisbacteria	3	0	0	0.00	0.00
ERR1135371	p__Latescibacterota	4	0	0	0.00	0.00
ERR1135371	p__Gemmatimonadota	27	9	9	33.33	33.33
ERR1135371	p__Armatimonadota	7	0	0	0.00	0.00
ERR1135371	p__Hydrogenedentota	27	22	22	81.48	81.48
ERR1135371	p__Sysuimicrobiota	1	0	0	0.00	0.00
ERR1135371	p__Desulfobacterota_E	1	0	0	0.00	0.00
ERR1135371	p__Edwardsbacteria	1	0	0	0.00	0.00
ERR1135371	p__Omnitrophota	9	0	0	0.00	0.00
ERR1135371	p__Bipolaricaulota	4	0	0	0.00	0.00
ERR1135371	p__Sumerlaeota	2	0	0	0.00	0.00
