sample	taxon	contig_p	bin_p
ERR1135431	d__Archaea	64.93910339466183	0.0
ERR1135439	d__Bacteria	48.76138580369709	17.225360481073757
ERR1135439	d__Archaea	18.69943062631106	0.11986814504045551
ERR1135443	d__Bacteria	55.29461701023867	19.932565714366994
ERR1135443	d__Archaea	72.68203439443835	0.0
ERR1135447	d__Bacteria	51.66752566871862	19.87460500383173
ERR1135447	d__Archaea	73.71244635193133	0.0
ERR1135452	d__Bacteria	48.43608349140583	20.031238281093557
ERR1135452	d__Archaea	58.577821979114866	0.0
ERR1135458	d__Bacteria	54.689155034450934	11.219320140250788
ERR1135458	d__Archaea	25.91557170813531	0.0
ERR1135460	d__Bacteria	50.509090781901676	16.219651798594224
ERR1135460	d__Archaea	80.7393614605568	0.0
ERR1135461	d__Bacteria	53.9411698420387	11.634551344151125
ERR1135461	d__Archaea	57.5486807721487	0.0
ERR3211744	d__Bacteria	48.081906578673525	10.24274181171258
ERR3211744	d__Archaea	21.31051915224577	0.0
ERR3211745	d__Bacteria	50.72707858078921	9.497784649946956
ERR3211745	d__Archaea	25.523012552301257	0.0
ERR3211746	d__Bacteria	55.092844081262804	11.953403971592117
ERR3211746	d__Archaea	42.79224376731302	0.0
ERR3211750	d__Bacteria	57.828234897261645	8.007157880371714
ERR3211750	d__Archaea	11.448598130841122	0.0
ERR3211754	d__Bacteria	57.32710133929159	7.92955094071809
ERR3211754	d__Archaea	12.971926427879962	0.0
ERR3211755	d__Bacteria	41.8899861564881	9.709646902595127
ERR3211755	d__Archaea	5.8987741230731885	0.0
ERR3211756	d__Bacteria	54.01639294413852	11.583358556006262
ERR3211756	d__Archaea	35.32232285562067	0.0
ERR3211757	d__Bacteria	46.508208609827925	2.9540824899695473
ERR3211757	d__Archaea	21.26351099515468	0.0
ERR3211760	d__Bacteria	46.10073808797369	4.856564403608134
ERR3211760	d__Archaea	9.01639344262295	0.0
ERR3211763	d__Bacteria	55.78383487500438	12.750362906101294
ERR3211763	d__Archaea	34.51910408432148	0.0
ERR3211766	d__Bacteria	37.00733904347573	4.5722259450901435
ERR3211766	d__Archaea	3.0227329502872844	0.0
ERR3211772	d__Bacteria	26.71170788816623	4.999111133888862
ERR3211772	d__Archaea	6.962647444298821	0.0
ERR3211773	d__Bacteria	45.486755336246745	9.632206713516203
ERR3211773	d__Archaea	45.993632263199785	0.0
ERR3211774	d__Bacteria	46.00750568101052	4.72082312258078
ERR3211774	d__Archaea	37.80470817662627	0.0
ERR3211780	d__Bacteria	50.459666715480836	5.179415299288941
ERR3211780	d__Archaea	14.98913830557567	0.0
ERR3211781	d__Bacteria	38.131269678657425	11.46151102460637
ERR3211781	d__Archaea	13.417498532002348	0.0
ERR3211787	d__Bacteria	38.1037264021526	1.9907972113963845
ERR3211787	d__Archaea	27.400068329347455	0.0
ERR3211790	d__Bacteria	35.25507652208118	6.941877302038546
ERR3211790	d__Archaea	9.144063667370473	0.0
ERR3211792	d__Bacteria	36.53688689353923	4.168355439160159
ERR3211792	d__Archaea	5.949656750572083	0.0
ERR3211794	d__Bacteria	52.779632766276855	7.542583235983937
ERR3211794	d__Archaea	21.92999419841423	0.0
ERR3211803	d__Bacteria	47.36381310979403	6.628393924764808
ERR3211803	d__Archaea	17.87538304392237	0.0
ERR3211807	d__Bacteria	57.819969392081084	7.342542190611212
ERR3211807	d__Archaea	27.51736111111111	0.0
ERR3211812	d__Bacteria	56.7673114584488	13.237630713520304
ERR3211812	d__Archaea	12.101910828025478	0.0
ERR3211815	d__Bacteria	48.55909238525712	5.868510858049437
ERR3211815	d__Archaea	20.734219891365424	0.0
ERR3211816	d__Bacteria	53.207155165989086	13.16561290051099
ERR3211816	d__Archaea	38.30863751355258	0.0
