query,p_genome,avg_abund,p_metag,metagenome name
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2245471
bosTau9.fa.gz,0.10%,3.3,0.40%,SRR5040915
bosTau9.fa.gz,0.00%,1,0.00%,ERR3219753
bosTau9.fa.gz,0.10%,1.5,0.20%,ERR2750211
bosTau9.fa.gz,0.00%,7.5,0.00%,ERR2863820
bosTau9.fa.gz,0.00%,1.5,0.00%,SRR5382224
bosTau9.fa.gz,0.10%,1.7,0.00%,ERR2597525
bosTau9.fa.gz,0.00%,8.8,0.00%,SRR10810019
bosTau9.fa.gz,0.00%,1,0.00%,SRR11267054
bosTau9.fa.gz,0.00%,1,0.00%,SRR18079819
bosTau9.fa.gz,0.00%,1.4,0.00%,SRR1631283
bosTau9.fa.gz,0.00%,4.9,0.00%,SRR7287205
bosTau9.fa.gz,0.30%,1.5,1.40%,SRR6514685
bosTau9.fa.gz,0.00%,2,0.10%,SRR1166591
bosTau9.fa.gz,0.00%,1,0.00%,SRR3181938
bosTau9.fa.gz,0.00%,1.8,0.00%,ERR2245469
bosTau9.fa.gz,0.00%,64.6,0.40%,SRR8246563
bosTau9.fa.gz,0.00%,6.2,0.00%,ERR5094881
bosTau9.fa.gz,1.80%,2.4,0.90%,ERR4398751
bosTau9.fa.gz,0.00%,1.7,0.00%,DRR163687
bosTau9.fa.gz,0.00%,3.8,0.10%,SRR16350265
bosTau9.fa.gz,0.00%,1.5,0.00%,SRR3182022
bosTau9.fa.gz,0.00%,1.8,0.00%,ERR2808650
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR5094889
bosTau9.fa.gz,0.00%,1.4,0.00%,ERR2607415
bosTau9.fa.gz,0.00%,1.7,0.00%,SRR7287214
bosTau9.fa.gz,0.00%,17.9,0.10%,SRR5268667
bosTau9.fa.gz,0.00%,6.4,0.00%,ERR2808662
bosTau9.fa.gz,0.00%,2,0.00%,SRR3184094
bosTau9.fa.gz,0.00%,1,0.00%,SRR11267067
bosTau9.fa.gz,0.00%,35.5,0.10%,ERR594314
bosTau9.fa.gz,0.00%,5.6,0.00%,SRR9182864
bosTau9.fa.gz,0.00%,1.2,0.00%,ERR2607465
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR5917013
bosTau9.fa.gz,0.00%,2.1,0.00%,ERR2241773
bosTau9.fa.gz,0.10%,1.4,0.60%,ERR2750515
bosTau9.fa.gz,0.00%,2.3,0.00%,SRR19715305
bosTau9.fa.gz,0.10%,1.8,0.20%,ERR2607382
bosTau9.fa.gz,0.00%,8.1,0.00%,ERR2241678
bosTau9.fa.gz,0.00%,3.8,0.00%,ERR2241791
bosTau9.fa.gz,0.10%,2,0.00%,ERR2597515
bosTau9.fa.gz,0.10%,1.6,0.00%,SRR11489788
bosTau9.fa.gz,0.00%,1,0.00%,SRR5164406
bosTau9.fa.gz,0.00%,1.6,0.00%,ERR2241928
bosTau9.fa.gz,0.00%,2.5,0.00%,SRR10810018
bosTau9.fa.gz,0.00%,22.2,0.10%,ERR2094176
bosTau9.fa.gz,0.00%,1.6,0.00%,ERR2241707
bosTau9.fa.gz,0.00%,14.2,0.10%,ERR1868860
bosTau9.fa.gz,0.00%,2,0.00%,SRR10810014
bosTau9.fa.gz,0.00%,1,0.00%,SRR1631248
bosTau9.fa.gz,0.00%,1.4,0.10%,SRR1631285
bosTau9.fa.gz,0.00%,8.8,0.10%,ERR2863808
bosTau9.fa.gz,0.00%,8,0.00%,ERR2200478
bosTau9.fa.gz,0.00%,3.2,0.00%,SRR1917302
bosTau9.fa.gz,0.00%,1.7,0.00%,ERR2607386
bosTau9.fa.gz,0.00%,101,0.20%,SRR3988551
bosTau9.fa.gz,0.00%,10.6,0.00%,SRR12181009
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2592255
bosTau9.fa.gz,0.00%,1,0.00%,SRR2107174
bosTau9.fa.gz,0.00%,1,0.00%,ERR2607488
bosTau9.fa.gz,0.00%,62.6,0.10%,ERR2231571
bosTau9.fa.gz,0.00%,1,0.00%,DRR163686
bosTau9.fa.gz,0.00%,1.6,0.00%,SRR7664996
bosTau9.fa.gz,2.90%,2.1,0.90%,SRR12181039
bosTau9.fa.gz,0.00%,2.5,0.00%,ERR2241775
bosTau9.fa.gz,0.00%,16.3,0.00%,SRR12180990
bosTau9.fa.gz,0.00%,1.1,0.00%,ERR2597374
bosTau9.fa.gz,0.10%,1.7,0.20%,SRR6216751
bosTau9.fa.gz,0.00%,4.4,0.00%,ERR2607433
bosTau9.fa.gz,0.00%,1.3,0.00%,SRR19759423
bosTau9.fa.gz,0.00%,2,0.00%,ERR2784786
bosTau9.fa.gz,0.00%,4.5,0.00%,SRR15604628
bosTau9.fa.gz,0.00%,101.2,0.40%,ERR2231567
bosTau9.fa.gz,0.00%,3.3,0.10%,SRR12270122
bosTau9.fa.gz,0.00%,2,0.00%,ERR2044644
bosTau9.fa.gz,0.00%,1.2,0.00%,ERR2597388
bosTau9.fa.gz,0.00%,8.7,0.00%,SRR3961740
bosTau9.fa.gz,0.00%,5.6,0.00%,SRR12456162
bosTau9.fa.gz,0.00%,2.4,0.00%,SRR19715300
bosTau9.fa.gz,0.00%,17,0.00%,SRR6323380
bosTau9.fa.gz,0.00%,2,0.00%,SRR1631700
bosTau9.fa.gz,0.00%,4.1,0.00%,ERR2241794
bosTau9.fa.gz,0.00%,1.4,0.00%,SRR3185009
bosTau9.fa.gz,0.00%,1,0.00%,SRR3211793
bosTau9.fa.gz,0.00%,8.8,0.00%,SRR12456164
bosTau9.fa.gz,0.10%,7,0.10%,SRR12180955
bosTau9.fa.gz,0.20%,13.2,0.40%,SRR18439546
bosTau9.fa.gz,0.00%,14.2,0.00%,SRR12180964
bosTau9.fa.gz,0.00%,72.1,0.20%,ERR2241945
bosTau9.fa.gz,0.00%,52.4,0.40%,SRR5915611
bosTau9.fa.gz,0.00%,4.7,0.00%,SRR10810008
bosTau9.fa.gz,0.00%,1,0.00%,SRR13840101
bosTau9.fa.gz,0.00%,3.2,0.00%,ERR771014
bosTau9.fa.gz,0.00%,3.2,0.00%,ERR2241784
bosTau9.fa.gz,0.00%,1.3,0.00%,SRR6415005
bosTau9.fa.gz,0.00%,4.5,0.00%,SRR14698350
bosTau9.fa.gz,0.00%,23.6,0.50%,ERR771068
bosTau9.fa.gz,0.00%,1.1,0.00%,ERR2597354
bosTau9.fa.gz,0.00%,5,0.00%,ERR2241848
bosTau9.fa.gz,0.50%,2.2,0.40%,ERR4398758
bosTau9.fa.gz,0.00%,29.8,0.10%,ERR598947
bosTau9.fa.gz,0.00%,2.2,0.00%,ERR2808663
bosTau9.fa.gz,0.00%,3,0.00%,SRR13256669
bosTau9.fa.gz,0.00%,2.4,0.00%,ERR2607396
bosTau9.fa.gz,0.00%,5,0.00%,ERR3155593
bosTau9.fa.gz,0.00%,42,0.10%,SRR5788335
bosTau9.fa.gz,0.00%,2.5,0.00%,ERR2094168
bosTau9.fa.gz,0.00%,10.7,0.00%,SRR12181050
bosTau9.fa.gz,0.10%,9.4,0.50%,SRR12651216
bosTau9.fa.gz,0.00%,8,0.00%,ERR2863819
bosTau9.fa.gz,0.00%,1.2,0.00%,ERR5083172
bosTau9.fa.gz,0.00%,89.8,0.30%,ERR2231568
bosTau9.fa.gz,0.00%,55.7,0.20%,ERR3494975
bosTau9.fa.gz,0.00%,1.2,0.00%,ERR2597503
bosTau9.fa.gz,0.00%,1,0.00%,SRR1461864
bosTau9.fa.gz,0.00%,7,0.00%,SRR5808809
bosTau9.fa.gz,0.00%,8.1,0.00%,SRR12180947
bosTau9.fa.gz,0.00%,29.8,0.10%,SRR9182857
bosTau9.fa.gz,0.00%,1.2,0.00%,SRR7287225
bosTau9.fa.gz,0.00%,1.8,0.00%,SRR13256657
bosTau9.fa.gz,0.00%,2.6,0.00%,ERR2135519
bosTau9.fa.gz,0.00%,4,0.00%,SRR4048936
bosTau9.fa.gz,0.00%,2,0.00%,ERR1467149
bosTau9.fa.gz,0.10%,2.3,0.10%,SRR12651210
bosTau9.fa.gz,0.00%,3,0.00%,SRR11267076
bosTau9.fa.gz,0.00%,3.5,0.00%,ERR4398708
bosTau9.fa.gz,0.00%,6,0.00%,ERR4404427
bosTau9.fa.gz,0.00%,1,0.00%,SRR10810036
bosTau9.fa.gz,0.00%,6.3,0.00%,SRR17188278
bosTau9.fa.gz,0.00%,3.9,0.00%,ERR2144884
bosTau9.fa.gz,0.10%,1.7,0.00%,ERR2241778
bosTau9.fa.gz,0.00%,3.1,0.00%,SRR16350236
bosTau9.fa.gz,0.10%,1.8,0.00%,ERR2597429
bosTau9.fa.gz,0.00%,1.1,0.10%,SRR5790612
bosTau9.fa.gz,0.00%,10.6,0.20%,ERR2607439
bosTau9.fa.gz,0.00%,18.8,0.10%,ERR5094878
bosTau9.fa.gz,0.00%,1,0.00%,SRR12272167
bosTau9.fa.gz,0.00%,2.7,0.00%,SRR7287198
bosTau9.fa.gz,0.10%,1.4,0.10%,ERR3593375
bosTau9.fa.gz,0.00%,1,0.00%,ERR2538438
bosTau9.fa.gz,0.00%,4.4,0.00%,ERR2592332
bosTau9.fa.gz,0.00%,2,0.00%,SRR10810034
bosTau9.fa.gz,0.00%,1,0.00%,SRR3988554
bosTau9.fa.gz,0.00%,1,0.00%,ERR864208
bosTau9.fa.gz,0.00%,4.1,0.00%,SRR9109405
bosTau9.fa.gz,0.00%,1,0.00%,SRR11267069
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2094172
bosTau9.fa.gz,0.00%,16.5,0.00%,SRR12180958
bosTau9.fa.gz,0.00%,1.3,0.00%,SRR1702228
bosTau9.fa.gz,0.00%,1.3,0.00%,ERR2607375
bosTau9.fa.gz,0.20%,1.9,0.50%,ERR2750639
bosTau9.fa.gz,0.00%,1,0.00%,SRR3341746
bosTau9.fa.gz,0.00%,1.2,0.00%,ERR2607483
bosTau9.fa.gz,0.00%,1,0.00%,ERR2683606
bosTau9.fa.gz,0.00%,11,0.00%,SRR12180991
bosTau9.fa.gz,0.00%,5.3,0.00%,ERR4404430
bosTau9.fa.gz,21.20%,3,85.50%,SRR15429289
bosTau9.fa.gz,0.00%,1.7,0.00%,ERR2607480
bosTau9.fa.gz,0.00%,1.8,0.00%,ERR2607421
bosTau9.fa.gz,0.00%,2.5,0.00%,SRR17257161
bosTau9.fa.gz,0.00%,2.9,0.00%,ERR3340884
bosTau9.fa.gz,0.00%,37.2,0.00%,ERR2241986
bosTau9.fa.gz,0.00%,1,0.10%,SRR5790651
bosTau9.fa.gz,0.00%,2.4,0.00%,ERR2241969
bosTau9.fa.gz,0.20%,14.4,0.50%,SRR18439526
bosTau9.fa.gz,0.10%,5,0.10%,SRR13573576
bosTau9.fa.gz,0.00%,1,0.00%,ERR479401
bosTau9.fa.gz,0.00%,11.3,0.00%,SRR17188275
bosTau9.fa.gz,0.20%,1.8,0.50%,ERR2749913
bosTau9.fa.gz,0.10%,1.9,0.00%,ERR2241768
bosTau9.fa.gz,0.00%,5,0.00%,SRR10810012
bosTau9.fa.gz,0.00%,1,0.00%,SRR11267043
bosTau9.fa.gz,0.10%,3.5,0.20%,ERR1868840
bosTau9.fa.gz,0.00%,1,0.00%,ERR3340890
bosTau9.fa.gz,0.00%,1.3,0.00%,ERR3357531
bosTau9.fa.gz,0.00%,3.6,0.00%,ERR2696422
bosTau9.fa.gz,0.00%,43,0.30%,SRR6403508
bosTau9.fa.gz,0.00%,1.2,0.00%,ERR2607453
bosTau9.fa.gz,0.20%,2,0.50%,ERR3593541
bosTau9.fa.gz,0.00%,3,0.10%,ERR3339002
bosTau9.fa.gz,0.00%,20.3,0.10%,SRR12097444
bosTau9.fa.gz,0.00%,3,0.10%,ERR3340879
bosTau9.fa.gz,0.00%,1.4,0.00%,ERR2135518
bosTau9.fa.gz,0.00%,1,0.00%,ERR1869530
bosTau9.fa.gz,0.00%,4.9,0.00%,SRR7191291
bosTau9.fa.gz,0.00%,1,0.00%,SRR10484996
bosTau9.fa.gz,0.00%,2.6,0.00%,ERR2808646
bosTau9.fa.gz,0.00%,1,0.00%,ERR2750365
bosTau9.fa.gz,0.00%,17.6,0.00%,SRR12180992
bosTau9.fa.gz,0.00%,1,0.00%,SRR19759434
bosTau9.fa.gz,0.00%,3.8,0.00%,ERR2709740
bosTau9.fa.gz,0.00%,26.9,0.30%,SRR12479862
bosTau9.fa.gz,0.00%,2.8,0.00%,SRR15431165
bosTau9.fa.gz,0.00%,2.2,0.00%,SRR7287201
bosTau9.fa.gz,0.00%,5.5,0.00%,SRR10527394
bosTau9.fa.gz,0.00%,3.6,0.00%,ERR2607423
bosTau9.fa.gz,0.00%,4.9,0.10%,ERR5094892
bosTau9.fa.gz,0.00%,20.3,0.10%,SRR17134013
bosTau9.fa.gz,0.00%,2,0.00%,SRR7610123
bosTau9.fa.gz,0.20%,11.2,0.40%,SRR18439538
bosTau9.fa.gz,0.00%,5.1,0.00%,ERR9465707
bosTau9.fa.gz,0.00%,10,0.00%,ERR2215867
bosTau9.fa.gz,0.00%,2.4,0.00%,ERR2607485
bosTau9.fa.gz,0.00%,2.1,0.00%,SRR7287226
bosTau9.fa.gz,0.00%,1,0.00%,SRR3181936
bosTau9.fa.gz,0.00%,2.2,0.00%,ERR2597462
bosTau9.fa.gz,0.10%,1.9,0.10%,ERR4398763
bosTau9.fa.gz,0.00%,6.5,0.00%,ERR5094863
bosTau9.fa.gz,0.00%,12.4,0.00%,SRR12180937
bosTau9.fa.gz,0.00%,8.6,0.00%,SRR17188269
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2607435
bosTau9.fa.gz,0.00%,26.3,0.10%,ERR4869841
bosTau9.fa.gz,0.00%,2.3,0.00%,ERR2592264
bosTau9.fa.gz,0.10%,1.9,0.30%,SRR6216796
bosTau9.fa.gz,0.00%,2,0.00%,ERR911367
bosTau9.fa.gz,0.00%,1,0.00%,SRR6323090
bosTau9.fa.gz,0.00%,3.3,0.00%,SRR12270101
bosTau9.fa.gz,0.00%,7.6,0.00%,SRR9219373
bosTau9.fa.gz,0.00%,11.3,0.10%,ERR770988
bosTau9.fa.gz,0.00%,1.2,0.00%,SRR12524505
bosTau9.fa.gz,0.00%,1.6,0.00%,SRR12272117
bosTau9.fa.gz,0.00%,20.4,0.00%,SRR1916824
bosTau9.fa.gz,0.00%,1,0.00%,SRR1632469
bosTau9.fa.gz,0.00%,33.6,0.00%,ERR594306
bosTau9.fa.gz,0.00%,2,0.00%,ERR3155586
bosTau9.fa.gz,0.00%,110,1.10%,ERR318595
bosTau9.fa.gz,0.00%,16.5,0.20%,ERR5094887
bosTau9.fa.gz,0.00%,3.4,0.00%,SRR15604562
bosTau9.fa.gz,0.00%,1,0.00%,SRR10810032
bosTau9.fa.gz,0.00%,4.3,0.00%,SRR15604566
bosTau9.fa.gz,0.00%,1,0.00%,SRR7664961
bosTau9.fa.gz,0.00%,2.5,0.00%,ERR2683635
bosTau9.fa.gz,0.00%,7.6,0.00%,SRR17188298
bosTau9.fa.gz,0.00%,2.2,0.00%,SRR1873863
bosTau9.fa.gz,0.00%,64.7,0.70%,SRR12480013
bosTau9.fa.gz,0.00%,1,0.00%,SRR5248299
bosTau9.fa.gz,0.00%,4.3,0.00%,SRR12270114
bosTau9.fa.gz,0.00%,4.4,0.20%,SRR16350269
bosTau9.fa.gz,0.00%,1,0.00%,SRR6323215
bosTau9.fa.gz,0.00%,1,0.00%,ERR8960470
bosTau9.fa.gz,0.00%,70.1,0.20%,ERR2231570
bosTau9.fa.gz,0.00%,1,0.00%,SRR11267077
bosTau9.fa.gz,0.00%,2,0.00%,SRR5382237
bosTau9.fa.gz,0.00%,2,0.00%,SRR6323366
bosTau9.fa.gz,0.00%,2,0.00%,SRR13840154
bosTau9.fa.gz,0.00%,1,0.00%,ERR2764819
bosTau9.fa.gz,0.00%,1.7,0.10%,SRR2145437
bosTau9.fa.gz,0.00%,30.3,0.40%,SRR12651212
bosTau9.fa.gz,0.00%,4.1,0.10%,SRR12270102
bosTau9.fa.gz,0.00%,2.7,0.00%,SRR10527391
bosTau9.fa.gz,0.00%,1.8,0.00%,ERR2607383
bosTau9.fa.gz,0.10%,1.6,0.60%,SRR6514676
bosTau9.fa.gz,0.00%,69.9,0.60%,SRR13122148
bosTau9.fa.gz,0.00%,4.5,0.00%,ERR2241631
bosTau9.fa.gz,0.00%,1.9,0.00%,ERR2245486
bosTau9.fa.gz,0.00%,7.4,0.00%,ERR2241806
bosTau9.fa.gz,0.00%,1.6,0.10%,SRR6216806
bosTau9.fa.gz,0.00%,1.3,0.00%,SRR1632448
bosTau9.fa.gz,0.00%,1,0.00%,SRR12272188
bosTau9.fa.gz,0.00%,1,0.00%,SRR1633013
bosTau9.fa.gz,0.00%,2,0.00%,SRR3988347
bosTau9.fa.gz,0.00%,2.8,0.10%,ERR576944
bosTau9.fa.gz,0.00%,5.1,0.00%,SRR10810015
bosTau9.fa.gz,0.10%,2.3,0.10%,ERR4398781
bosTau9.fa.gz,0.00%,2,0.00%,SRR13839996
bosTau9.fa.gz,0.20%,10.8,0.40%,SRR18439547
bosTau9.fa.gz,0.00%,2.7,0.00%,SRR3017097
bosTau9.fa.gz,0.00%,15.8,0.10%,ERR2592340
bosTau9.fa.gz,0.00%,1.7,0.10%,SRR1631319
bosTau9.fa.gz,23.60%,2.9,89.20%,SRR15429280
bosTau9.fa.gz,0.00%,5.5,0.00%,SRR3017094
bosTau9.fa.gz,0.00%,1,0.00%,SRR19721644
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2241671
bosTau9.fa.gz,0.00%,3.2,0.10%,SRR7610127
bosTau9.fa.gz,0.20%,1.9,0.40%,SRR9684990
bosTau9.fa.gz,0.00%,1,0.00%,ERR1467144
bosTau9.fa.gz,0.00%,2.5,0.00%,ERR2241733
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR5083302
bosTau9.fa.gz,0.00%,15,0.00%,ERR3047201
bosTau9.fa.gz,0.00%,2,0.00%,SRR19981121
bosTau9.fa.gz,0.00%,1,0.00%,ERR2607463
bosTau9.fa.gz,0.00%,4.7,0.00%,ERR2094174
bosTau9.fa.gz,0.10%,5.6,0.10%,SRR15604483
bosTau9.fa.gz,1.80%,2,0.60%,SRR12180970
bosTau9.fa.gz,0.00%,1.3,0.00%,ERR1514429
bosTau9.fa.gz,0.00%,15.9,0.30%,SRR13122231
bosTau9.fa.gz,0.00%,9,0.00%,ERR2863822
bosTau9.fa.gz,0.00%,1.4,0.00%,SRR11551369
bosTau9.fa.gz,0.50%,1.7,0.30%,ERR2592268
bosTau9.fa.gz,0.00%,3.8,0.00%,ERR4398823
bosTau9.fa.gz,0.00%,1.5,0.00%,SRR12272128
bosTau9.fa.gz,0.00%,16.6,0.00%,SRR12181014
bosTau9.fa.gz,0.00%,1.3,0.00%,ERR2597331
bosTau9.fa.gz,0.00%,41.6,0.20%,SRR5468194
bosTau9.fa.gz,0.00%,1.2,0.00%,SRR6514667
bosTau9.fa.gz,0.00%,1,0.00%,SRR1761768
bosTau9.fa.gz,0.00%,4.1,0.00%,SRR10527390
bosTau9.fa.gz,0.00%,1.2,0.10%,SRR1631287
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2241712
bosTau9.fa.gz,0.00%,2,0.00%,SRR6714102
bosTau9.fa.gz,0.00%,1.7,0.00%,SRR5808806
bosTau9.fa.gz,0.00%,3,0.00%,SRR2107212
bosTau9.fa.gz,0.00%,2.3,0.10%,SRR2145438
bosTau9.fa.gz,0.00%,3,0.00%,ERR2144897
bosTau9.fa.gz,0.00%,1.7,0.00%,SRR7287196
bosTau9.fa.gz,4.40%,1.9,1.70%,SRR5438753
bosTau9.fa.gz,0.00%,5.4,0.00%,SRR9109408
bosTau9.fa.gz,0.00%,3.7,0.00%,ERR1467143
bosTau9.fa.gz,0.00%,1.5,0.00%,SRR13256643
bosTau9.fa.gz,0.00%,1.8,0.10%,SRR5382240
bosTau9.fa.gz,0.00%,1.8,0.00%,SRR19721627
bosTau9.fa.gz,0.00%,2,0.00%,SRR1491502
bosTau9.fa.gz,0.00%,1.7,0.00%,SRR19715306
bosTau9.fa.gz,2.00%,2.6,1.50%,ERR4398775
bosTau9.fa.gz,0.10%,5.4,0.30%,SRR4420309
bosTau9.fa.gz,0.00%,38.3,0.20%,SRR5788158
bosTau9.fa.gz,3.80%,2.7,5.70%,ERR1868839
bosTau9.fa.gz,0.00%,11.2,0.00%,SRR17188271
bosTau9.fa.gz,0.00%,5.3,0.20%,SRR16350210
bosTau9.fa.gz,0.00%,1.2,0.00%,SRR11267046
bosTau9.fa.gz,0.00%,2.2,0.30%,SRR1950771
bosTau9.fa.gz,0.00%,2,0.00%,SRR1622863
bosTau9.fa.gz,0.00%,106.2,1.20%,ERR318593
bosTau9.fa.gz,0.00%,1.4,0.00%,ERR738544
bosTau9.fa.gz,0.00%,1,0.00%,SRR6323184
bosTau9.fa.gz,0.00%,2.1,0.00%,SRR15604559
bosTau9.fa.gz,0.00%,1.6,0.00%,SRR10484890
bosTau9.fa.gz,0.00%,6.4,0.00%,SRR1873837
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2592248
bosTau9.fa.gz,0.00%,1,0.00%,SRR13485161
bosTau9.fa.gz,0.00%,2,0.10%,SRR12272195
bosTau9.fa.gz,0.00%,2.7,0.00%,ERR4398826
bosTau9.fa.gz,0.00%,4.2,0.00%,SRR15604630
bosTau9.fa.gz,0.00%,2.5,0.10%,SRR12272220
bosTau9.fa.gz,0.00%,4.2,0.00%,ERR2709762
bosTau9.fa.gz,0.00%,2.2,0.00%,SRR16632763
bosTau9.fa.gz,0.10%,1.9,0.00%,ERR2241841
bosTau9.fa.gz,0.10%,2.7,0.10%,ERR4398720
bosTau9.fa.gz,0.00%,2.2,0.00%,SRR7610116
bosTau9.fa.gz,0.00%,5,0.00%,SRR8224500
bosTau9.fa.gz,0.00%,1.2,0.00%,ERR2592245
bosTau9.fa.gz,0.00%,3.8,0.00%,SRR10810016
bosTau9.fa.gz,0.00%,1,0.00%,ERR1513007
bosTau9.fa.gz,0.00%,1.7,0.00%,ERR2241845
bosTau9.fa.gz,0.00%,4,0.30%,SRR16350220
bosTau9.fa.gz,0.10%,1.6,0.30%,SRR1950787
bosTau9.fa.gz,0.00%,1,0.00%,SRR3988338
bosTau9.fa.gz,0.80%,2.5,0.50%,ERR4398779
bosTau9.fa.gz,0.00%,1,0.00%,SRR490743
bosTau9.fa.gz,0.20%,1.9,0.20%,ERR2889270
bosTau9.fa.gz,0.00%,5.8,0.00%,SRR17188276
bosTau9.fa.gz,0.10%,1.7,0.10%,ERR2592277
bosTau9.fa.gz,0.00%,3,0.10%,ERR5094857
bosTau9.fa.gz,0.00%,2.5,0.00%,ERR4398704
bosTau9.fa.gz,0.00%,13.9,0.20%,ERR3357635
bosTau9.fa.gz,0.00%,7,0.00%,SRR12181053
bosTau9.fa.gz,0.00%,2,0.00%,ERR1877478
bosTau9.fa.gz,0.00%,2.3,0.00%,SRR7287216
bosTau9.fa.gz,0.00%,6.7,0.00%,ERR2241941
bosTau9.fa.gz,0.00%,2.4,0.00%,SRR4420320
bosTau9.fa.gz,0.00%,4.7,0.00%,SRR9182869
bosTau9.fa.gz,0.00%,5.8,0.00%,ERR3357640
bosTau9.fa.gz,0.20%,14.2,0.50%,SRR18439549
bosTau9.fa.gz,0.00%,1,0.00%,ERR5094868
bosTau9.fa.gz,0.00%,2.7,0.00%,SRR15604521
bosTau9.fa.gz,0.00%,2.7,0.00%,SRR7287237
bosTau9.fa.gz,0.10%,1.9,0.30%,SRR6216779
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2607459
bosTau9.fa.gz,0.00%,2,0.00%,SRR19524217
bosTau9.fa.gz,0.00%,4.2,0.00%,SRR10810013
bosTau9.fa.gz,0.00%,4,0.00%,SRR17257168
bosTau9.fa.gz,0.00%,2,0.00%,SRR2753156
bosTau9.fa.gz,0.00%,12.3,0.10%,SRR15634000
bosTau9.fa.gz,0.00%,2,0.00%,SRR1438103
bosTau9.fa.gz,0.00%,1.3,0.00%,SRR3184095
bosTau9.fa.gz,0.00%,1,0.00%,SRR1632841
bosTau9.fa.gz,0.00%,1.7,0.00%,SRR7287223
bosTau9.fa.gz,0.00%,1,0.00%,SRR3017088
bosTau9.fa.gz,0.00%,1.3,0.00%,SRR10838798
bosTau9.fa.gz,0.00%,1,0.00%,ERR1190729
bosTau9.fa.gz,0.00%,6.3,0.00%,ERR9465726
bosTau9.fa.gz,0.00%,1,0.00%,SRR7664959
bosTau9.fa.gz,0.00%,4,0.00%,ERR4404428
bosTau9.fa.gz,0.00%,1,0.00%,SRR7287199
bosTau9.fa.gz,0.00%,17.6,0.00%,SRR12181026
bosTau9.fa.gz,0.00%,1.6,0.00%,SRR3182023
bosTau9.fa.gz,0.00%,4.9,0.00%,SRR9182866
bosTau9.fa.gz,0.00%,61.7,0.50%,SRR5915829
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR1470828
bosTau9.fa.gz,0.00%,2,0.00%,ERR1525446
bosTau9.fa.gz,0.00%,1.2,0.00%,SRR12272219
bosTau9.fa.gz,0.00%,1,0.00%,SRR3184890
bosTau9.fa.gz,0.00%,1.6,0.00%,ERR2607497
bosTau9.fa.gz,0.00%,31.5,0.00%,ERR4334735
bosTau9.fa.gz,0.00%,4,0.00%,ERR5083322
bosTau9.fa.gz,0.00%,1.5,0.00%,SRR1632844
bosTau9.fa.gz,0.00%,3.3,0.10%,SRR16350211
bosTau9.fa.gz,0.00%,35.5,0.20%,SRR5915537
bosTau9.fa.gz,0.00%,1.2,0.00%,ERR2607449
bosTau9.fa.gz,0.00%,1,0.00%,SRR1631662
bosTau9.fa.gz,0.00%,8.1,0.00%,SRR9219370
bosTau9.fa.gz,0.00%,1.3,0.00%,SRR3188293
bosTau9.fa.gz,0.00%,15.5,0.00%,ERR2241855
bosTau9.fa.gz,0.00%,2,0.00%,SRR18825454
bosTau9.fa.gz,0.00%,2.2,0.00%,ERR2808661
bosTau9.fa.gz,0.00%,4,0.00%,SRR5247126
bosTau9.fa.gz,0.00%,17.8,0.00%,SRR12181015
bosTau9.fa.gz,0.00%,1,0.00%,SRR1631099
bosTau9.fa.gz,0.00%,3.7,0.00%,SRR17684645
bosTau9.fa.gz,0.00%,1.5,0.00%,SRR12272213
bosTau9.fa.gz,0.00%,2,0.00%,ERR1513003
bosTau9.fa.gz,0.00%,2.4,0.30%,ERR1868831
bosTau9.fa.gz,0.00%,1.3,0.00%,SRR19721628
bosTau9.fa.gz,0.00%,1,0.00%,ERR2683621
bosTau9.fa.gz,0.00%,1.9,0.00%,SRR13713029
bosTau9.fa.gz,0.00%,8,0.00%,SRR3341855
bosTau9.fa.gz,0.00%,2.2,0.00%,SRR1702226
bosTau9.fa.gz,0.00%,2.5,0.00%,ERR2607473
bosTau9.fa.gz,0.00%,2,0.00%,SRR490742
bosTau9.fa.gz,0.00%,2,0.00%,ERR2607477
bosTau9.fa.gz,0.10%,5.6,0.60%,SRR15429253
bosTau9.fa.gz,0.00%,1,0.00%,SRR1631244
bosTau9.fa.gz,0.00%,34,0.10%,ERR4869843
bosTau9.fa.gz,0.00%,2,0.00%,SRR3989410
bosTau9.fa.gz,0.00%,1.5,0.00%,ERR2607414
bosTau9.fa.gz,0.00%,3.5,0.00%,SRR12270116
bosTau9.fa.gz,0.00%,1.6,0.00%,ERR10736389
bosTau9.fa.gz,0.00%,1,0.00%,ERR1736742
bosTau9.fa.gz,0.00%,293.3,0.80%,ERR1726683
bosTau9.fa.gz,0.00%,6,0.00%,ERR2044295
bosTau9.fa.gz,0.00%,2,0.00%,SRR3183801
bosTau9.fa.gz,14.50%,2.4,6.70%,ERR4398795
