accession,ref_f_unweighted,ref_f_weighted,n_matches
ERR1726689,0.2877764569480877,0.2904460740402311,50782
ERR1726712,0.2816776086933304,0.31299138936881926,107551
ERR1726799,0.3026082843315729,0.36374343258741965,71281
ERR1726902,0.3034766756728157,0.31862358307191935,61023
ERR1726914,0.3378078099738908,0.43489688055495807,133058
ERR1726918,0.29695021498004287,0.3174205639150073,96576
ERR1731826,0.7537898395324245,0.9071323139807737,4312
ERR1731834,0.7860765865175712,0.8728336517467249,4371
ERR1736742,0.826234132580995,0.8736591179976162,2480
ERR1736743,0.8264299036367191,0.8847566163629036,4034
ERR1736747,0.8345345146784359,0.8962733502299821,4713
ERR1855278,0.33671445688533924,0.3953323118601914,10412
ERR1868848,0.34716386554621065,0.38305302452534823,1010
ERR1869526,0.3687544424463431,0.37358664520114565,9185
ERR1869527,0.4615640660530058,0.6771308858425336,11061
ERR1869528,0.475761023391563,0.9214921325210794,14855
ERR1869529,0.4698896223349929,0.40990670264004164,6792
ERR1869530,0.41068957413964613,0.49538767207531104,7972
ERR1877474,0.7933568489121926,0.9749524895477005,2254
ERR1877475,0.7855002140715202,0.9754734506424481,2353
ERR1877476,0.7948623311434069,0.9728887428021864,2253
ERR1877477,0.8255212677230768,0.9712352918630945,1557
ERR1877478,0.8104066053902121,0.977505650494493,1828
ERR1877479,0.8002520946095124,0.9771916971916972,2107
ERR1877480,0.7884185303513306,0.9838279188696352,2216
ERR1877481,0.7687851971035633,0.983062543450833,2214
ERR1877482,0.7929983453799742,0.9831357330200211,2030
ERR1999834,0.9203569068075844,0.9358851099627449,1682
ERR2017147,0.4775685866941318,0.635880768998328,15659
ERR2020034,0.5890449068038446,0.8179634142156021,14319
ERR2044295,0.7784952408283002,0.8341845348640892,3876
ERR2044297,0.7597574304548709,0.8407898272960014,5286
ERR2044644,0.8197754882360219,0.8748751674582876,3388
ERR209194,0.8210290030640759,0.9314088447116243,3853
ERR209195,0.9135025597268689,0.9603549102641662,1219
ERR2094164,0.5307626192239979,0.6933896211320231,56599
ERR2094165,0.3896720400636028,0.3940623891133425,73794
ERR2094166,0.47021530261551664,0.5984672086432401,46898
ERR2094167,0.47078928145712917,0.705176497229482,43967
ERR2094168,0.46311305243145434,0.5970918459269552,56156
ERR2094169,0.4824254405879841,0.6664846097260505,52844
ERR2094170,0.5275366739322725,0.6925378715137327,58881
ERR2094171,0.45578507435301496,0.5591890392015939,32180
ERR2094172,0.46038612982885563,0.687796318858725,24565
ERR2094173,0.4040015755382324,0.6596007438534486,25999
ERR2094174,0.4091663180360811,0.6639386890674359,26175
ERR2094175,0.41338339570369886,0.5037579352762889,41622
ERR2094176,0.48373121852716944,0.6401777768360385,57358
ERR209780,0.8620207667730767,0.9114207514307041,2033
ERR210047,0.9053795136329585,0.9473335297583971,967
ERR2102261,0.4005906374728016,0.8948620798065623,40274
ERR2114805,0.5108402199315036,0.6279918117805463,26165
ERR2126384,0.3867363010056072,0.9136701237590109,38659
ERR2135449,0.41448306595294315,0.922155479849635,35655
ERR2135457,0.4094973700987277,0.8983034618694051,38691
ERR2135518,0.42535230444479566,0.9156806223035536,36936
ERR2144879,0.29346568645716126,0.41492168074015173,5739
ERR2144890,0.33676873781901784,0.5031066451499095,6226
ERR2168953,0.4683606156846358,0.5585941340324431,7383
ERR2168978,0.4678946782035126,0.5199176865590815,6402
ERR2198710,0.7078428027070609,0.9696082591414635,4806
ERR2200468,0.6543663333204549,0.6883707641717132,26846
ERR2200478,0.6594781395112738,0.6953182788585862,24250
ERR2215867,0.3983510137353288,0.4285877273911727,63700
ERR2241625,0.6777005372428103,0.804540979546557,29424
ERR2241626,0.6782271727062481,0.802304633727854,31036
ERR2241629,0.5601433953349934,0.7283885096932534,53255
ERR2241633,0.540774420650866,0.7532298276148289,62421
ERR2241639,0.5254069319300729,0.884219482572883,27653
ERR2241645,0.486882165279924,0.8847167680746632,24399
ERR2241648,0.5485547572258881,0.7644508483057051,56724
ERR2241650,0.5791099344422753,0.716944183466715,51279
ERR2241654,0.5405962752169439,0.7097421638265689,69079
ERR2241656,0.5454145456096801,0.6981212294971559,65478
ERR2241660,0.5665209057142478,0.6950865580726775,49975
ERR2241662,0.6062085545951683,0.7391065870522596,29711
ERR2241663,0.5454719496111613,0.6531220232232438,59121
ERR2241666,0.6525289196187006,0.8065467413742259,44303
ERR2241667,0.6111952683658929,0.7825676143433152,53143
ERR2241671,0.6608705211173054,0.8470383703140443,49913
ERR2241673,0.6324907600151749,0.7617165946640131,49881
ERR2241674,0.6798806686857064,0.8759445726786607,52157
ERR2241676,0.6479913725725974,0.8285319703550563,36583
ERR2241678,0.6430819777589363,0.7063137801566909,29841
ERR2241679,0.6235197914921705,0.8119298147701519,58429
ERR2241685,0.6599102874966606,0.7742917318552511,37886
ERR2241690,0.6445289219851331,0.9003844353557754,28306
ERR2241692,0.6092374785798742,0.8944764984917165,36542
ERR2241693,0.6206935419326906,0.8819629244427918,29298
ERR2241701,0.6307558332010722,0.8358805291586433,23924
ERR2241702,0.5255907209375079,0.7857299473349503,19585
ERR2241704,0.5785176612978611,0.808325425575284,18749
ERR2241705,0.6294862449182551,0.712626414256279,44578
ERR2241707,0.6130704610336617,0.7101139807954756,45256
ERR2241712,0.6134344376214272,0.7500910929993937,55346
ERR2241714,0.6191819146374768,0.7598184535893068,54462
ERR2241715,0.665317648750967,0.7868880662707777,28303
ERR2241717,0.5982736201406337,0.765420616857422,51914
ERR2241722,0.6148399267294752,0.6945648292313625,47924
ERR2241723,0.558202728820594,0.748238535805349,63932
ERR2241724,0.6200884260554984,0.7311730369620957,49419
ERR2241728,0.6103452263178389,0.8912263660746249,25397
ERR2241731,0.5851420607148815,0.8475639774222298,33278
ERR2241732,0.5803191960323606,0.867373037559524,16438
ERR2241733,0.5751682819871883,0.7736152583645607,26514
ERR2241736,0.5697947665464242,0.7946163133365356,30222
ERR2241737,0.6509053370983341,0.8789289832231478,36226
ERR2241743,0.6268425306134142,0.864820957204253,34412
ERR2241746,0.6513453820664279,0.7894752220388458,43286
ERR2241757,0.678580075679039,0.813747622500236,41405
ERR2241760,0.6870707734286257,0.881803247397857,29261
ERR2241762,0.5449324733100392,0.8902916848062691,19663
ERR2241764,0.5724938314727106,0.9338465786585898,17090
ERR2241768,0.6184601071407924,0.7561857719210697,48638
ERR2241769,0.6481800211303597,0.8003919278792941,49269
ERR2241770,0.5576186413738627,0.8711811473590342,22568
ERR2241772,0.6733966281465863,0.805250444574537,41608
ERR2241773,0.6665045331212832,0.7959145253597164,43271
ERR2241775,0.6595896847103799,0.786229139238458,44902
ERR2241778,0.6415979369328304,0.7745639839852698,48612
ERR2241779,0.6783573682944235,0.822594229192406,43190
ERR2241784,0.6049193539227133,0.8727295880853877,29025
ERR2241786,0.679755744659623,0.7948726833136988,31408
ERR2241787,0.6816963855419726,0.7988221144344625,31329
ERR2241789,0.5909174034445009,0.7494760208067375,44544
ERR2241791,0.47271444166278254,0.898782056409535,17274
ERR2241792,0.5823286937481358,0.7514677855784062,40511
ERR2241793,0.5465051202408404,0.745146074290498,63190
ERR2241794,0.5620913035501943,0.8461141885113621,23390
ERR2241799,0.6025445192954499,0.8501153940584336,24635
ERR2241800,0.5291951455972547,0.6912946263179229,66646
ERR2241802,0.5800098580330143,0.8756960834010112,30016
ERR2241807,0.5425206743294366,0.8964051954715045,27405
ERR2241808,0.5235292700256875,0.8362030136679454,30861
ERR2241809,0.5347568377276795,0.8723042105159546,27320
ERR2241817,0.5712059127218104,0.7607508999261708,63037
ERR2241820,0.5665459553508513,0.6769776414030029,49574
ERR2241822,0.5414020407545959,0.662993633584418,53714
ERR2241825,0.5438611050692476,0.6240050985982863,52542
ERR2241829,0.5478575677735944,0.7088747474908778,46533
ERR2241832,0.5821229499821966,0.6928736184645725,49042
ERR2241833,0.5621914737803343,0.7340627720578918,50423
ERR2241834,0.5897484131528893,0.7211780604853815,51426
ERR2241837,0.5654826345641327,0.7380100677783226,49224
ERR2241841,0.5224926150471392,0.6908673636397872,70946
ERR2241842,0.5593292625836711,0.739265555335925,55706
ERR2241845,0.5536763008415194,0.7241439146048622,57070
ERR2241846,0.5526674258627239,0.7042731710997451,58979
ERR2241848,0.5799123332905249,0.8554102328465484,33453
ERR2241854,0.5988699452687255,0.796660046532945,39521
ERR2241855,0.604573288954656,0.7906201388277421,37913
ERR2241858,0.6650071418215457,0.8126060748345949,28492
ERR2241859,0.5650854966264953,0.7888423860325787,41057
ERR2241860,0.4865342270179218,0.7869512849021045,29330
ERR2241861,0.526210793287466,0.7216930017904467,28637
ERR2241862,0.6176149891305005,0.8145446105878096,42406
ERR2241866,0.5349985594003118,0.8656319791189356,22403
ERR2241867,0.5503821080640732,0.7644681742475683,53788
ERR2241870,0.5461828435073264,0.7506021094593472,65635
ERR2241871,0.5781392941203319,0.7570818605888783,46050
ERR2241874,0.5663893365181292,0.7826961558614228,55053
ERR2241876,0.5628766823063962,0.7502209057882784,57049
ERR2241878,0.5631806612580437,0.7445018256562401,57715
ERR2241879,0.5517721484142277,0.7522007299803973,60074
ERR2241880,0.5845490503687519,0.8520479345935349,55335
ERR2241881,0.5701713117675542,0.7929418629631679,53148
ERR2241884,0.5608115800597191,0.7879764242863142,53701
ERR2241902,0.5247621888561733,0.8706939804174416,29631
ERR2241904,0.5874132268858565,0.8627125448223775,40061
ERR2241906,0.5493468869112692,0.9083111284222003,17952
ERR2241911,0.5316394930695645,0.877597935628146,21927
ERR2241913,0.4897799177953238,0.8930668727924678,24471
ERR2241917,0.5212606073329962,0.825879719098888,27369
ERR2241920,0.6158550108370688,0.7787816699565315,47843
ERR2241922,0.6485070289117173,0.7566586904812773,35509
ERR2241923,0.5829816996330661,0.8719046392772063,29939
ERR2241927,0.6062882266092848,0.762219227846899,22962
ERR2241928,0.5999210987817969,0.7456063606604815,44673
ERR2241930,0.5646354993560955,0.6894476414249019,54241
ERR2241933,0.6520307676080644,0.9094942636128164,26241
ERR2241934,0.5628118289929066,0.6943910512726774,60550
ERR2241938,0.6293609859053615,0.7524257313241022,47079
ERR2241940,0.60021394914911,0.7091020891648622,51158
ERR2241942,0.6054716501730133,0.6980848802488802,44384
ERR2241945,0.6137010789756031,0.8857075324465689,26599
ERR2241950,0.6370092368447166,0.8832863835816378,25753
ERR2241953,0.5498659803108151,0.717708654261263,22077
ERR2241955,0.5019776182348387,0.7605030922967486,21687
ERR2241960,0.6410834145922957,0.7777209984119875,33852
ERR2241961,0.6255624192201678,0.7859251885876017,45137
ERR2241966,0.6544507118353576,0.792991075321957,36827
ERR2241967,0.6361843464121522,0.7492098118453697,44736
ERR2241968,0.6388618670260088,0.8355515727138172,50256
ERR2241969,0.6514350433181244,0.7668022080149087,30898
ERR2241971,0.6280615977790528,0.8742733411570932,28084
ERR2241979,0.5606858468745394,0.8208591262164816,22554
ERR2241980,0.691202945989611,0.784146860094661,29106
ERR2241981,0.5452645137955111,0.9286051074978153,16269
ERR2241983,0.5460980072789259,0.7549028506256744,25271
ERR2241986,0.5750407041409292,0.808168377155046,22645
ERR2245443,0.5797717216406978,0.7407106691306141,51552
ERR2245445,0.568150601540285,0.7685333437573294,57997
ERR2245452,0.5735556417213022,0.7822053723426051,53925
ERR2245454,0.6569969060321477,0.7771260080151821,39868
ERR2245457,0.5933614457474283,0.7647699567075489,50880
ERR2245458,0.582963696389733,0.7676376528644492,48303
ERR2245459,0.5672320112625006,0.7616071736144706,62006
ERR2245461,0.5478453203966781,0.7040726534396406,63834
ERR2245469,0.5446267697150783,0.7174010344141635,54590
ERR2245471,0.5565430965220238,0.7476502462872971,60768
ERR2245474,0.5881822979004192,0.753485312349771,46635
ERR2245478,0.5355504278948342,0.7000036614973835,69885
ERR2245479,0.5762559319257345,0.7811106832625285,50806
ERR2245482,0.5671118785226936,0.7658718379031334,63267
ERR2245483,0.5840625581825598,0.7744142233165782,52958
ERR2245486,0.5949845221993328,0.8008764826838234,51653
ERR2245488,0.5841083730610767,0.7641128951590639,54439
ERR2407577,0.4597887925281999,0.5913977109853914,49841
ERR2407578,0.4656366580352511,0.5925764968633085,50740
ERR2437276,0.45908193246871776,0.5768551287518376,51764
ERR2437277,0.4687409790089963,0.5785599236478082,52381
ERR247143,0.859964155834702,0.9432940943357141,7240
ERR2486115,0.19999999999999235,0.7467447916666666,91
ERR2486131,0.3003472222222203,0.7899070385126162,162
ERR2486142,0.22181818181817956,0.7698276995922662,168
ERR2486144,0.21015761821365603,0.8011848128534242,226
ERR2486163,0.22354014598538116,0.8190222222222222,233
ERR2486166,0.22706209453195603,0.7852844107940206,229
ERR2486211,0.2650602409638546,0.9606876916338152,63
ERR2486216,0.31216931216930693,0.9605314576006252,57
ERR2486219,0.7,0.9347826086956522,6
ERR2486255,0.23961661341852136,0.9437778754946918,136
ERR2486257,0.2960725075528631,0.9466717095310136,93
ERR2486268,0.2309322033898295,0.9546341463414634,105
ERR2486279,0.26753864447085796,0.9281197397752604,204
ERR2486285,0.2792642140468103,0.916028669164359,149
ERR2486295,0.24162679425836814,0.8277389674561254,95
ERR2486297,0.25793650793649764,0.9635187443660852,125
ERR2486301,0.2532942898975086,0.8979484085080706,164
ERR2486310,0.30270270270270244,0.9528595357741086,55
ERR2486316,0.2471910112359511,0.9766378042803463,84
ERR2486323,0.25214408233275315,0.9710980698124089,139
ERR2486342,0.1987951807228861,0.9313740816007503,65
ERR2486357,0.2616136919315377,0.8674084376448772,104
ERR2486367,0.19979296066252578,0.9216683119447187,188
ERR2486369,0.2150259067357485,0.9470930232558139,80
ERR2486371,0.2916666666666663,0.7588652482269503,13
ERR2486394,0.2315270935960574,0.9381333961819467,92
ERR2486398,0.20228734810578192,0.8509316770186336,275
ERR2486406,0.21924482338610998,0.8579296532732508,174
ERR2486419,0.2171353826029922,0.8453196726764687,320
ERR2486420,0.19122720551995073,0.8383866873501622,381
ERR2486452,0.2359081419624194,0.8566970992719288,210
ERR2486462,0.21840242669362084,0.8084791386271871,411
ERR2486470,0.22466614296935433,0.893875956009602,267
ERR2486482,0.23863636363634672,0.802071973827699,301
ERR2564007,0.40870184723387853,0.4324852805300942,100914
ERR2592245,0.6070941853414678,0.7681878406911531,34922
ERR2592246,0.6579450564869836,0.7766093401979041,39249
ERR2592247,0.6092484781401456,0.7668187239566344,40264
ERR2592248,0.6082098105128413,0.7587719020309877,30546
ERR2592249,0.5917899440679915,0.6573395681592897,47674
ERR2592250,0.5588330352713426,0.7655999069484605,91008
ERR2592251,0.6427423849948632,0.7345127137815582,35234
ERR2592252,0.5968751648577426,0.722834273279734,55672
ERR2592253,0.5975241139736732,0.7496770083266661,44040
ERR2592254,0.6759394482661076,0.7783530724871334,21827
ERR2592255,0.6246240332277245,0.7586824860831982,47725
ERR2592257,0.6359810940704749,0.7543027674803572,21901
ERR2592258,0.5682529384290658,0.6705780898703378,57587
ERR2592259,0.5760372094475646,0.7304721367733462,45038
ERR2592262,0.6851944416665235,0.7606166420152178,17539
ERR2592263,0.6129209121393184,0.7719859024014872,43603
ERR2592264,0.5855746252439926,0.6996300596233692,53681
ERR2592265,0.62578236918275,0.7416719993510649,40450
ERR2592266,0.5880423123174991,0.6986692434307213,61910
ERR2592267,0.5953839854604879,0.7083139186580576,48010
ERR2592268,0.5967740348178623,0.6812206355862932,50820
ERR2592269,0.6213993959627638,0.721014090283771,40254
ERR2592270,0.6555353988632597,0.7802862623579755,25414
ERR2592271,0.6465338815248969,0.7673940103414519,32893
ERR2592273,0.6144656182059288,0.7639497879514608,27925
ERR2592274,0.6235373742364883,0.6886560636109275,39656
ERR2592275,0.6177977578282752,0.6890038725825876,38908
ERR2592278,0.6036410177023097,0.7332694064518637,44591
ERR2592279,0.6146344527253452,0.7271807315341429,41923
ERR2592280,0.6001888891759192,0.7378274911520447,50749
ERR2592282,0.6368265177795536,0.7398835037250798,42471
ERR2592283,0.5756525613569071,0.7118632621860668,84484
ERR2592328,0.6039701958964945,0.7428009053758476,37641
ERR2592329,0.61897246540757,0.7782471915766563,61354
ERR2592331,0.6353019445061013,0.7244908221266598,28945
ERR2592332,0.6079129160555162,0.765582392067943,44136
ERR2592333,0.605491612453565,0.6690459578883343,28046
ERR2592334,0.6384831939641268,0.7442653637891963,48186
ERR2592335,0.650423471246964,0.763425703087396,21798
ERR2592336,0.6482827599803189,0.7597118422066415,29201
ERR2592337,0.6603484587397209,0.7529929536839499,37030
ERR2592338,0.6152956086725877,0.7276518065179532,71430
ERR2592340,0.5645015065956954,0.7115252043231485,46886
ERR2592341,0.6140676971233623,0.7380401370033549,29103
ERR2592342,0.5280456131351515,0.713280943782971,57358
ERR2592343,0.5851269825819865,0.7232704463311297,63155
ERR2597329,0.6543494319877748,0.7948434797237548,37764
ERR2597331,0.6677651076173584,0.829251934936219,34272
ERR2597335,0.6915280711402191,0.85893252323279,26747
ERR2597341,0.6912357933143662,0.8231951704694651,35390
ERR2597354,0.7027915716006565,0.8228663754158827,29275
ERR2597355,0.7006325858871043,0.8360787988118751,29406
ERR2597356,0.6228307328574881,0.7641588735156172,50228
ERR2597360,0.6656122314479045,0.8381249346095436,40661
ERR2597372,0.6388803062090356,0.7876558473218639,34132
ERR2597374,0.5988769619010267,0.7658015158486472,42233
ERR2597377,0.6126105730932601,0.7142696996761898,37603
ERR2597380,0.6454060037763376,0.7719898185436623,33693
ERR2597388,0.6164669232646585,0.7538233312926881,36652
ERR2597413,0.5675025990694472,0.7577769453592573,57285
ERR2597415,0.5501061327675927,0.7197540728123587,52453
ERR2597416,0.5542046416067236,0.7473201220925229,48547
ERR2597421,0.5260522702142986,0.7307394016942561,77659
ERR2597427,0.5510292344154605,0.7505266956336907,52319
ERR2597429,0.5251982513811897,0.6774859901746705,59731
ERR2597439,0.5800184854354186,0.7523840088635458,44074
ERR2597442,0.5966966591849489,0.7035637472434728,39155
ERR2597446,0.6069796954310173,0.7501673794622242,40838
ERR2597462,0.6466300006782485,0.7558150279704208,27548
ERR2597468,0.6222560873115459,0.7270542826329631,30025
ERR2597471,0.6209733700640239,0.7315384501654849,31684
ERR2597489,0.4920126792070007,0.6989197031902827,92102
ERR2597490,0.47837478344900086,0.6716677219448792,88863
ERR2597491,0.5060762929079702,0.7298135602060863,75355
ERR2597503,0.5694632665193377,0.659978254423248,48924
ERR2597509,0.5393279901507344,0.7068596780776275,56893
ERR2597510,0.50481351213164,0.703502394652517,75373
ERR2597511,0.52171011060071,0.7236538756342236,64559
ERR2597514,0.6416011849583823,0.7690966862748777,33728
ERR2597515,0.5724032343971458,0.7820557652345524,52992
ERR2597525,0.47494970423055227,0.6873506656587588,107497
ERR2597529,0.4951994341870073,0.6790292096812836,82166
ERR2597533,0.5911383320080114,0.7430733036575665,45768
ERR2607376,0.6039701958964945,0.7428009053758476,37641
ERR2607377,0.6070941853414678,0.7681878406911531,34922
ERR2607378,0.7347578464306829,0.8146325115723771,10930
ERR2607379,0.6659857066253239,0.8058034018669682,47616
ERR2607380,0.7272649242521716,0.7979490228134056,5821
ERR2607381,0.661159602981483,0.7883616280417441,29760
ERR2607383,0.6331982569595668,0.7827349288576457,28103
ERR2607384,0.7221747475801408,0.8136671317252929,27203
ERR2607385,0.7255830566312653,0.7985473217908383,15708
ERR2607386,0.6579450564869836,0.7766093401979041,39249
ERR2607387,0.7022354213112292,0.807337929264942,37666
ERR2607388,0.6671196339174913,0.8003838210215128,29541
ERR2607389,0.6725656264276589,0.7861844011993403,17828
ERR2607390,0.6092484781401456,0.7668187239566344,40264
ERR2607391,0.6557164321809317,0.7960021234583496,38593
ERR2607392,0.7050843636086799,0.7876422652408623,6678
ERR2607393,0.6082098105128413,0.7587719020309877,30546
ERR2607394,0.5559957711655227,0.5684057124951173,61978
ERR2607395,0.5581646119669075,0.5650021963652708,37480
ERR2607396,0.5506615322506653,0.5741701654563006,68487
ERR2607397,0.6497976065275333,0.7855638985037202,31776
ERR2607398,0.7039295392951599,0.728882675055342,5814
ERR2607399,0.6466141246351225,0.6818096775758248,18111
ERR2607400,0.5917899440679915,0.6573395681592897,47674
ERR2607401,0.6400005335297717,0.6922602614168505,40507
ERR2607402,0.7097214104809765,0.7628263019825399,4432
ERR2607404,0.7126476906549505,0.7698095695841689,9121
ERR2607405,0.6823067931637037,0.7736950537678641,27034
ERR2607406,0.7101449275360072,0.7542805306724119,4824
ERR2607407,0.6920688007636497,0.7642042661948294,15142
ERR2607409,0.7282710367789668,0.8200859086935036,20507
ERR2607410,0.724384476804113,0.805508892378483,11850
ERR2607411,0.6566648952942266,0.7964537011819001,40310
ERR2607413,0.6960812979985811,0.8090816317553599,30035
ERR2607414,0.6644931423924272,0.8006820841909835,55163
ERR2607415,0.6785107880888132,0.7572050302370892,11546
ERR2607416,0.6943921118539953,0.771448705977696,27289
ERR2607417,0.710412394622435,0.7827317726864284,20581
ERR2607418,0.6971387760560519,0.7591623473637646,15719
ERR2607419,0.7122811676953187,0.7700375863470134,11271
ERR2607420,0.6353019445061013,0.7244908221266598,28945
ERR2607421,0.6427423849948632,0.7345127137815582,35234
ERR2607422,0.6843383545139958,0.7678798145086061,29226
ERR2607423,0.5981225708954141,0.6809820108966567,85095
ERR2607424,0.6756331672324499,0.744744598049273,15546
ERR2607425,0.5968751648577426,0.722834273279734,55672
ERR2607426,0.6316842459061748,0.7521247701104867,51344
ERR2607427,0.5752335026189231,0.6510234931287563,45005
ERR2607428,0.6584073820912357,0.764490590816159,22150
ERR2607429,0.5975241139736732,0.7496770083266661,44040
ERR2607431,0.6926869262211368,0.793139325913548,20059
ERR2607432,0.7169456460409679,0.7981146817383893,12582
ERR2607433,0.6079129160555162,0.765582392067943,44136
ERR2607435,0.6375488446999908,0.7565151263650787,27502
ERR2607437,0.667313091175531,0.8253884712897304,65535
ERR2607439,0.605491612453565,0.6690459578883343,28046
ERR2607440,0.6119929368402223,0.6768613579501337,37826
ERR2607441,0.6139677894252884,0.8178815796865344,51220
ERR2607442,0.642933810375134,0.7423351273047337,43632
ERR2607443,0.6448771143290862,0.7403467748997031,42668
ERR2607444,0.647556173267727,0.7315992646555196,27349
ERR2607445,0.6462439865859775,0.7298939242216064,26927
ERR2607446,0.6384831939641268,0.7442653637891963,48186
ERR2607447,0.6684902142469282,0.7971756844079497,32801
ERR2607449,0.703603931561023,0.7799031799154615,12964
ERR2607450,0.6246240332277245,0.7586824860831982,47725
ERR2607451,0.6675203934489975,0.7914237236895516,42153
ERR2607457,0.5776735392735131,0.8802211624128714,31266
ERR2607459,0.6802324162006989,0.7758993631650817,10018
ERR2607460,0.650423471246964,0.763425703087396,21798
ERR2607461,0.6359810940704749,0.7543027674803572,21901
ERR2607463,0.74136707663136,0.7919541276053518,14484
ERR2607464,0.625220541108508,0.6834674400460244,28355
