accession,ref_f_unweighted,ref_f_weighted,n_matches,biome3
ERR2241913,0.2106712328765602,0.7904071855465936,4895,Host-associated:Animal:Digestive system
ERR2241917,0.2492649719557687,0.7327685693503623,4954,Host-associated:Animal:Digestive system
ERR2241920,0.3724963544036497,0.6380628231654811,11104,Host-associated:Animal:Digestive system
ERR2241922,0.4150349574663496,0.6034380500861128,9238,Host-associated:Animal:Digestive system
ERR2241923,0.30874501349867,0.7661214251340732,6220,Host-associated:Animal:Digestive system
ERR2241927,0.3310891534427228,0.6071708342781752,5693,Host-associated:Animal:Digestive system
ERR2241928,0.3494381395692718,0.5556783972333776,10727,Host-associated:Animal:Digestive system
ERR2241930,0.2818547508965928,0.4565934453038768,10612,Host-associated:Animal:Digestive system
ERR2241933,0.4202794882956549,0.8158565808825242,6558,Host-associated:Animal:Digestive system
ERR2241934,0.2853730363132859,0.4676736096700959,12268,Host-associated:Animal:Digestive system
ERR2241938,0.3710381316661097,0.5700200948317676,11606,Host-associated:Animal:Digestive system
ERR2241940,0.3253877432394259,0.4956703431165651,11124,Host-associated:Animal:Digestive system
ERR2241942,0.3463262867392013,0.476649786767852,10573,Host-associated:Animal:Digestive system
ERR2241945,0.3643786609837303,0.814062401216446,7300,Host-associated:Animal:Digestive system
ERR2241950,0.411707923626718,0.7706454151788487,5861,Host-associated:Animal:Digestive system
ERR2241953,0.3028468270358089,0.5263343995418598,5176,Host-associated:Animal:Digestive system
ERR2241955,0.2288120889000144,0.5951463260293504,5107,Host-associated:Animal:Digestive system
ERR2241960,0.4059383707286642,0.6108637870839839,9744,Host-associated:Animal:Digestive system
ERR2241961,0.3749728803095102,0.6105027932960894,11156,Host-associated:Animal:Digestive system
ERR2241966,0.415865731126989,0.5981370898239222,9872,Host-associated:Animal:Digestive system
ERR2241967,0.3813145012539072,0.5511427308025465,11956,Host-associated:Animal:Digestive system
ERR2241968,0.3932132780983349,0.6915734935317694,13565,Host-associated:Animal:Digestive system
ERR2241969,0.4079558905664257,0.5780041635993762,8222,Host-associated:Animal:Digestive system
ERR2241971,0.3779985424019282,0.7636486492879411,6949,Host-associated:Animal:Digestive system
ERR2241979,0.3140874374329694,0.7268085777261688,4778,Host-associated:Animal:Digestive system
ERR2241980,0.454030420019359,0.6179445604155541,7553,Host-associated:Animal:Digestive system
ERR2241981,0.289195650497342,0.8555080888017368,3154,Host-associated:Animal:Digestive system
ERR2241983,0.3003490838038906,0.6165038359528676,5548,Host-associated:Animal:Digestive system
ERR2241986,0.3105550095105073,0.6606134445097663,5065,Host-associated:Animal:Digestive system
ERR2245443,0.3159180506624455,0.5444900211147764,10483,Host-associated:Animal:Digestive system
ERR2245445,0.3093057340537933,0.5969883556037604,11978,Host-associated:Animal:Digestive system
ERR2245452,0.310900657419441,0.6119710501301201,11483,Host-associated:Animal:Digestive system
ERR2245454,0.4016559544392588,0.5993601203671656,10225,Host-associated:Animal:Digestive system
ERR2245457,0.3146658614273909,0.5923142148411347,10855,Host-associated:Animal:Digestive system
ERR2245458,0.3273213829612333,0.5899352170345811,10537,Host-associated:Animal:Digestive system
ERR2245459,0.2971288323645711,0.5788410037593363,12599,Host-associated:Animal:Digestive system
ERR2245461,0.2661092129711321,0.4774393019581741,11607,Host-associated:Animal:Digestive system
ERR2245469,0.257894175239667,0.5045995249835552,9586,Host-associated:Animal:Digestive system
ERR2245471,0.2848304263668275,0.5506109379198876,11539,Host-associated:Animal:Digestive system
ERR2245474,0.3240842899997583,0.5624597019324651,9870,Host-associated:Animal:Digestive system
ERR2245478,0.2422429557817385,0.4797993324288568,12639,Host-associated:Animal:Digestive system
ERR2245479,0.3052444108637324,0.6045052672946428,10602,Host-associated:Animal:Digestive system
ERR2245482,0.3018331641955072,0.5793484666654505,12717,Host-associated:Animal:Digestive system
ERR2245483,0.318450098120087,0.5947598127357023,11378,Host-associated:Animal:Digestive system
ERR2245486,0.3381621677791726,0.6375582851845124,11914,Host-associated:Animal:Digestive system
ERR2245488,0.3193675986436046,0.5765748120470673,11446,Host-associated:Animal:Digestive system
ERR2407577,0.0567753823723694,0.2277466937945066,2938,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2407578,0.0563249526701831,0.2296330406314161,3037,Environmental:Aquatic:Non-marine Saline and Alkaline
