accession,ref_f_unweighted,ref_f_weighted,n_matches
ERR2241671,0.6332953751096895,0.8328792187477377,45313
ERR2241673,0.6047892150614134,0.7413092837241877,45011
ERR2241674,0.652743825014366,0.8633747171242493,47184
ERR2241676,0.6211572802643818,0.8154760964997927,33165
ERR2241678,0.6168148607660385,0.6857171306033039,27334
ERR2241679,0.5940911843786912,0.7944193852513748,52584
ERR2241685,0.632640794245564,0.755454132011851,34426
ERR2241690,0.6198684233362275,0.8912363946088365,25593
ERR2241692,0.5852098612039586,0.8865216485069481,32783
ERR2241693,0.5951126315250911,0.8728727020243103,26376
ERR2241701,0.6057749053586223,0.8206468846236731,21579
ERR2241702,0.49646429803312897,0.7775248182681944,17621
ERR2241704,0.5504252088883576,0.7596153597534331,16857
ERR2241705,0.600626514569089,0.6904136969512521,40479
ERR2241707,0.5850923677887003,0.6887182912038454,40997
ERR2241712,0.584741864865831,0.7304004302504548,49813
ERR2241714,0.5905769538751693,0.7411370239907095,49047
ERR2241715,0.636508621722699,0.7677856120842664,25494
ERR2241717,0.5694148568262277,0.7475785808240412,46419
ERR2241722,0.5856777027453823,0.6718099618609568,43274
ERR2241723,0.5281014983634476,0.7305203515740918,56731
ERR2241724,0.5918164776477772,0.710695020969819,44688
ERR2241728,0.5866342040008283,0.8832479843939525,22987
ERR2241731,0.5583220817179114,0.8391411676498465,29868
ERR2241732,0.5552837789968497,0.8633141918982704,15069
ERR2241733,0.5457503561150759,0.7634209871039924,23920
ERR2241736,0.5461210877368152,0.7755873019994325,27097
ERR2241737,0.6277399400394149,0.8658588670337243,32574
ERR2241743,0.60225495880085,0.8552626150422259,30895
ERR2241746,0.6242626659838226,0.773748000637157,39195
ERR2241757,0.6529604239153896,0.7977664055015394,37806
ERR2241760,0.6626323369630229,0.870544930642795,26569
ERR2241762,0.5190200951233762,0.8849331426083712,17726
ERR2241764,0.5484747909242972,0.9313113508672282,15525
ERR2241768,0.5904653291512888,0.7379629707944617,43846
ERR2241769,0.6201220135641768,0.7840574495554706,44406
ERR2241770,0.5261036115149086,0.8604839434408481,20494
ERR2241772,0.6468192045607017,0.787522587032425,37846
ERR2241773,0.6401429422272455,0.7783785923368629,39424
ERR2241775,0.633006103094727,0.7674728414765999,40793
ERR2241778,0.6146229851023967,0.7568561457597363,43992
ERR2241779,0.6523595424430932,0.8064391957822721,39252
ERR2241784,0.5758107172444039,0.8640330065324797,26176
ERR2241786,0.653662603918534,0.7781563527446044,28790
ERR2241787,0.6560385542166765,0.7822737445204229,28571
ERR2241789,0.5620687472299335,0.7303777731201849,40087
ERR2241791,0.4471766145834679,0.8944323235443657,15598
ERR2241792,0.5531404528830682,0.7327590875186257,36444
ERR2241793,0.5167107416121569,0.7264007234742574,56330
ERR2241794,0.5348881623169672,0.8298312033846557,21087
ERR2241799,0.5791425139688493,0.8402610688272363,22380
ERR2241800,0.4984368921662071,0.6688444992655808,59153
ERR2241802,0.5557222634473808,0.8686257837467591,27056
ERR2241807,0.5170426488139573,0.8891348551552944,24576
ERR2241808,0.4931990409978784,0.8243915173812465,27515
ERR2241809,0.5078062449954721,0.8642434374661642,24532
ERR2241817,0.5406140970596268,0.7423131394743259,56034
ERR2241820,0.5359982047006864,0.6532079443041631,44444
ERR2241822,0.5113051473100346,0.6395621250801055,48115
ERR2241825,0.513326884993956,0.5977612129747034,47024
ERR2241829,0.5186062717763613,0.6885590412238608,41699
ERR2241832,0.5529251919639703,0.6706575625515637,44009
ERR2241833,0.5321519527761048,0.7152082660639328,44936
ERR2241834,0.5611352902780762,0.7009411268106773,46117
ERR2241837,0.5363789063557537,0.7186132288692444,44054
ERR2241841,0.4916614883357494,0.6693766348886321,62873
ERR2241842,0.5295085974634972,0.7204717664887659,49670
ERR2241845,0.5235383206443303,0.7036002362506844,50833
ERR2241846,0.5220923710476305,0.6827338905986883,52540
ERR2241848,0.5508801069295854,0.839957074083178,30071
ERR2241854,0.569342835767625,0.7791479979730537,35371
ERR2241855,0.5779947327600087,0.7755578424466555,33997
ERR2241858,0.64207568261278,0.8000563170468067,25797
ERR2241859,0.5388531281743099,0.7761977593612938,36638
ERR2241860,0.4582839306015873,0.7749183876233057,26362
ERR2241861,0.49949214497253236,0.7115663216167437,25686
ERR2241862,0.5895241710082983,0.8002307141450217,37980
ERR2241866,0.5097640618493563,0.8626798241179969,20171
ERR2241867,0.519976235238131,0.7466188814291818,48031
ERR2241870,0.515018868535744,0.7313443332876934,58242
ERR2241871,0.5486207648704088,0.7378754898289764,41399
ERR2241874,0.5362348313619708,0.7649865463291929,48998
ERR2241876,0.5322215913049467,0.7307454141548676,50752
ERR2241878,0.5328435121677065,0.7250399947922934,51525
ERR2241879,0.5206001357894593,0.7332161195470903,53519
ERR2241880,0.5546053694057423,0.8403366418548961,49397
ERR2241881,0.540159306965656,0.777268475824783,47389
ERR2241884,0.5299883440401174,0.7704132637784089,47771
ERR2241902,0.49076928176001444,0.8603323527498371,26452
ERR2241904,0.556469119505904,0.8502194340303058,35655
ERR2241906,0.525773824649617,0.9041255134213964,16240
ERR2241911,0.5050186782108065,0.8707671093996091,19895
ERR2241913,0.46370108734339804,0.8870978131340784,22147
ERR2241917,0.4940507051862959,0.8168909181189522,24615
ERR2241920,0.5876981580647203,0.7608269883651279,43228
ERR2241922,0.6217476480588011,0.7376475950376732,32402
ERR2241923,0.5560340342881925,0.8638917165624351,26972
ERR2241927,0.5800791706544859,0.7517155000474879,20782
ERR2241928,0.5714569872327343,0.725522444070678,40301
ERR2241930,0.5348489854904016,0.6660878915194839,48692
ERR2241933,0.6291893918531036,0.9020643390671618,23745
ERR2241934,0.5326521097903112,0.6710881449070054,54135
ERR2241938,0.6013139789410479,0.7331813088213398,42864
ERR2241940,0.571657603154802,0.6868297357044235,46239
ERR2241942,0.5774237509606828,0.6745247422834737,40185
ERR2241945,0.5888590946814273,0.8791692162997529,24013
ERR2241950,0.6152226537636853,0.875803824934682,23260
ERR2241953,0.5242260055573479,0.7000731112053304,19947
ERR2241955,0.4712354959037335,0.7426024061206042,19428
ERR2241960,0.6138702439668178,0.7599006474204976,30742
ERR2241961,0.5971507332096472,0.7682369307892496,40818
ERR2241966,0.6287239355211901,0.777384516991773,33477
ERR2241967,0.6083904668622999,0.7292270016590817,40401
ERR2241968,0.6113060711384865,0.8206228853669738,45412
ERR2241969,0.6247135470413692,0.7486468225026283,28071
ERR2241971,0.6028255542518492,0.8650810547074765,25324
ERR2241979,0.5364205482855663,0.8088282342787417,20375
ERR2241980,0.6665149345330176,0.7601085924410569,26497
ERR2241981,0.5211068676407017,0.9246052918456229,14672
ERR2241983,0.514058970594913,0.7251754079558613,22832
ERR2241986,0.5446214111839892,0.7939821871285027,20347
ERR2245443,0.5504603557696252,0.720633178199911,46232
ERR2245445,0.5381645732706097,0.7511773903525917,51715
ERR2245452,0.5437472423149687,0.7644040395009853,48260
ERR2245454,0.6303147758871628,0.7590374712481172,36236
ERR2245457,0.5640661218051023,0.7460137571729195,45644
ERR2245458,0.5533242801657664,0.7495155050365917,43490
ERR2245459,0.5373435403326708,0.7435398378537869,55303
ERR2245461,0.517193627319663,0.6821447605726788,56950
ERR2245469,0.514319140657969,0.6970111398448379,48686
ERR2245471,0.5258303684146196,0.7291501892678333,54073
ERR2245474,0.5594585376522963,0.7345463068140203,41925
ERR2245478,0.5045438664518686,0.6783789987776232,61768
ERR2245479,0.5463449984802075,0.7639454447590939,45412
ERR2245482,0.5358285511142552,0.7469852251786234,56160
ERR2245483,0.5537332804457213,0.7555725241721102,47478
ERR2245486,0.5650151425406479,0.7838964710039309,46314
ERR2245488,0.5539035414463255,0.745354717902141,48604
ERR2407577,0.3911409599088951,0.4409724221313835,44268
ERR2407578,0.39621807080197374,0.44236098268773916,45092
ERR2437276,0.4048662671072354,0.5169515877458457,45062
ERR2437277,0.413529080236571,0.5183465465403725,45564
ERR247143,0.8477492996463908,0.9376649343865117,6844
ERR2486115,0.18936170212765235,0.7447916666666666,86
ERR2486131,0.2673611111111094,0.7843293492695883,144
ERR2486142,0.1975757575757556,0.7662764698145469,149
ERR2486144,0.1856392294220628,0.7975944708733507,199
ERR2486163,0.1970802919707852,0.8152888888888888,204
ERR2486166,0.19555143651527662,0.7814016695787226,195
ERR2486211,0.23293172690762984,0.9593736311870346,55
ERR2486216,0.2698412698412654,0.9587729581867918,49
ERR2486219,0.7,0.9347826086956522,6
ERR2486255,0.2124600638977559,0.9395690684088196,118
ERR2486257,0.26586102719032606,0.9450327786182552,83
ERR2486268,0.2012711864406771,0.953170731707317,91
ERR2486279,0.23662306777644776,0.9267549247077022,177
ERR2486285,0.24916387959865136,0.9144811858608894,130
ERR2486295,0.2081339712918616,0.825183165786335,82
ERR2486297,0.23412698412697477,0.9620870671827775,113
ERR2486301,0.2210834553440682,0.8953839191431588,142
ERR2486310,0.24324324324324298,0.9502273271117492,44
ERR2486316,0.20224719101123273,0.975712029624789,68
ERR2486323,0.2109777015437321,0.9701143186675261,117
ERR2486342,0.1777108433734891,0.9296545255588557,58
ERR2486357,0.217603911980438,0.8618451553082985,86
ERR2486367,0.16977225672877835,0.9190523198420533,159
ERR2486369,0.1891191709844534,0.945813953488372,70
ERR2486371,0.270833333333333,0.75177304964539,12
ERR2486394,0.2093596059113285,0.9361300966297431,83
ERR2486398,0.1679771265189355,0.8455219394910839,226
ERR2486406,0.187576126674783,0.854424834146952,148
ERR2486419,0.18181818181816822,0.8409287472556716,266
ERR2486420,0.16017742730408246,0.833309829361162,319
ERR2486452,0.20876826722338,0.8527678261874494,187
ERR2486462,0.18452982810919352,0.8034096007178106,345
ERR2486470,0.19952867242732875,0.8908055602076704,235
ERR2486482,0.20681818181816702,0.7963467829880043,262
ERR2564007,0.36163271306488287,0.3869602699954769,85471
ERR2592245,0.5673185082626923,0.7425559676284165,31579
ERR2592246,0.6234167777697124,0.7525987166404344,35637
ERR2592247,0.5684914222464201,0.7383042182933786,36354
ERR2592248,0.569955939282244,0.7233526609845484,27694
ERR2592249,0.5476546869744319,0.609416526598572,42418
ERR2592250,0.5206551248621974,0.7376517954253741,79971
ERR2592251,0.6012984032250667,0.7022652550297107,32010
ERR2592252,0.5510753160878398,0.6797042654339381,49903
ERR2592253,0.5583957777786333,0.7233620766290337,39556
ERR2592254,0.6367903149455336,0.7475713606581096,19910
ERR2592255,0.5838513319960196,0.7298270133880144,42811
ERR2592257,0.5959655385592679,0.7246228812571401,20019
ERR2592258,0.5253713061641022,0.6326811361459795,51620
ERR2592259,0.5370566292059119,0.6996530430980089,40558
ERR2592262,0.6509547135850275,0.7323767554627102,16203
ERR2592263,0.5748497242606475,0.7460640471242467,39277
ERR2592264,0.5455013810864809,0.6645972306945565,48044
ERR2592265,0.5799767718255557,0.7012825481518868,36528
ERR2592266,0.5414834386647484,0.6598671447886661,55106
ERR2592267,0.5521079512390801,0.6729302947601556,43061
ERR2592268,0.557960103529572,0.6484853115737549,45772
ERR2592269,0.5701494125937627,0.6661504216831438,36400
ERR2592270,0.6202956668412096,0.754725206916442,23170
ERR2592271,0.6118586741299469,0.7402138323948666,30031
ERR2592273,0.572945024383123,0.7308911266344728,25491
ERR2592274,0.5860047810558122,0.6611762614506891,35934
ERR2592275,0.5700690149427106,0.6441031665446646,35198
ERR2592278,0.5661133155379094,0.6965055104539889,40224
ERR2592279,0.570337492671777,0.6835606110513333,37853
ERR2592280,0.5626892126163107,0.7063792881922139,45799
ERR2592282,0.5993126415778325,0.7096134083149068,38552
ERR2592283,0.5349084743240043,0.6804850978418211,74189
ERR2592328,0.564680228906143,0.7141092496376354,34106
ERR2592329,0.5758243503459474,0.7482982766930938,54649
ERR2592331,0.5960719373471185,0.6941312297103227,26442
ERR2592332,0.5699696667440988,0.7368788393719871,39849
ERR2592333,0.5671112464911475,0.6355498309450974,25580
ERR2592334,0.5972571659233509,0.7110580114501972,43402
ERR2592335,0.6118450378880912,0.7340841445565368,20090
ERR2592336,0.6119234778683862,0.7312312196625318,26800
ERR2592337,0.6218844656519771,0.7193955146076279,33862
ERR2592338,0.5677230511662869,0.6880840019254173,63520
ERR2592340,0.524276702114689,0.6792184017219061,42383
ERR2592341,0.5718967493077557,0.699802411284582,26694
ERR2592342,0.4909626467207978,0.6849751652969562,51222
ERR2592343,0.5469203074822738,0.6937035343610107,56285
ERR2597329,0.626449977039417,0.7782446090336161,34255
ERR2597331,0.6409867390896998,0.8153092664911302,31190
ERR2597335,0.6653709390174474,0.8461356332856617,24458
ERR2597341,0.6654587148281909,0.8072389159942974,32519
ERR2597354,0.679020885167264,0.8074832318207426,26949
ERR2597355,0.6754011520257857,0.8214391241466183,27072
ERR2597356,0.594892268624759,0.7458695923501557,45429
ERR2597360,0.6391577004981778,0.8238737781892312,37032
ERR2597372,0.6122253222343284,0.770690255624434,31044
ERR2597374,0.5706500248041309,0.748767005177194,38116
ERR2597377,0.5849746363138271,0.692525535426154,34257
ERR2597380,0.6182848212537266,0.7524867774464878,30800
ERR2597388,0.588571502130064,0.7339836530877394,33407
ERR2597413,0.5372508919809529,0.7378474900039154,51068
ERR2597415,0.5188535983059326,0.6989444271283765,46923
ERR2597416,0.5233157547993867,0.7273156639056807,43366
ERR2597421,0.49352755448896596,0.7100088141818575,68401
ERR2597427,0.520608253281319,0.7305404376689949,46783
ERR2597429,0.4942839973130759,0.6548722509149365,53098
ERR2597439,0.5522489463987449,0.7354306130574839,39816
ERR2597442,0.568849149584808,0.681656729556324,35607
ERR2597446,0.5786764705878094,0.7306348629313092,36936
ERR2597462,0.6201675277611262,0.7359833954503344,25288
ERR2597468,0.595514494133408,0.7065185514540329,27398
ERR2597471,0.5939866194409259,0.711031836048469,28779
ERR2597489,0.4594146980228814,0.6777443763673883,80346
ERR2597490,0.4455654972388304,0.6472691176218214,77929
ERR2597491,0.473915665677768,0.7092930124196605,66376
ERR2597503,0.5404278052267546,0.6361026538944894,43964
ERR2597509,0.5089840424341701,0.6845417125772547,50745
ERR2597510,0.47280189110621135,0.6815112152430831,66432
ERR2597511,0.49100084948936007,0.7023895787297207,57292
ERR2597514,0.6151072937379969,0.7510536073366205,30782
ERR2597515,0.5434612121225353,0.7652216903208692,47614
ERR2597525,0.44127405939376535,0.6640861186013813,93350
ERR2597529,0.4628994945993027,0.6553781129009837,72173
ERR2597533,0.562275312269303,0.7234207245174867,41256
ERR2607376,0.564680228906143,0.7141092496376354,34106
ERR2607377,0.5673185082626923,0.7425559676284165,31579
ERR2607378,0.700544947963119,0.7843244035774878,10373
ERR2607379,0.6261970530937586,0.7735525136354658,43070
ERR2607380,0.6897987210849257,0.7652275148002279,5428
ERR2607381,0.623176779926981,0.7564790599001244,27230
ERR2607383,0.5962002831051777,0.7585708888071351,25712
ERR2607384,0.6893274084973188,0.7903070225716531,25000
ERR2607385,0.6946542669285852,0.7753470397690614,14628
ERR2607386,0.6234167777697124,0.7525987166404344,35637
ERR2607387,0.6691728986003878,0.7844877508147414,34515
ERR2607388,0.6278947767602354,0.7740090623157951,27104
ERR2607389,0.6343567286630052,0.7588988833910345,16420
ERR2607390,0.5684914222464201,0.7383042182933786,36354
ERR2607391,0.6167645585753465,0.7692889572646487,35408
ERR2607392,0.6664161436996383,0.7510917030567685,6316
ERR2607393,0.569955939282244,0.7233526609845484,27694
ERR2607394,0.5080638056388639,0.5243772616252367,54992
ERR2607395,0.5116683297382386,0.5214681935661821,33732
ERR2607396,0.5048600055331373,0.5316104965615842,60643
ERR2607397,0.613325656676515,0.7506183396473249,29251
ERR2607398,0.6762420957540738,0.7039205406035186,5461
ERR2607399,0.6040705074633962,0.6334148690693147,16705
ERR2607400,0.5476546869744319,0.609416526598572,42418
ERR2607401,0.5983673977508206,0.645409651203484,36571
ERR2607402,0.6766673160592773,0.7331527114780888,4149
ERR2607404,0.6713748657355232,0.7345409947461756,8610
ERR2607405,0.6362899698089818,0.7373481833420746,24928
ERR2607406,0.6700289855070352,0.7181086290962694,4527
ERR2607407,0.6480530339218524,0.7276204987057243,14125
ERR2607409,0.6958319302574877,0.7926559470863268,19080
ERR2607410,0.6916566581583453,0.7767136544571449,11031
ERR2607411,0.6218120703878892,0.7695130236469803,36737
ERR2607413,0.6632195773978334,0.7826738160800218,27648
ERR2607414,0.6219113257113674,0.7705524949213652,49703
ERR2607415,0.6454010850201661,0.7301814225348549,10741
ERR2607416,0.6524682936682791,0.7387043921002097,25091
ERR2607417,0.6689450899972664,0.7506064084518016,19065
ERR2607418,0.6560430894665142,0.72536745373964,14518
ERR2607419,0.671314432418818,0.7361209874034945,10426
ERR2607420,0.5960719373471185,0.6941312297103227,26442
ERR2607421,0.6012984032250667,0.7022652550297107,32010
ERR2607422,0.6437966320626954,0.7367591541754086,26821
ERR2607423,0.5455907169268679,0.6334293859917619,74248
ERR2607424,0.6287721773895927,0.7003647436210574,14542
ERR2607425,0.5510753160878398,0.6797042654339381,49903
ERR2607426,0.585886457849412,0.7095353149692867,46568
ERR2607427,0.5334753840973486,0.6148699306594043,40316
ERR2607428,0.6206804891012062,0.7382515781462191,20220
ERR2607429,0.5583957777786333,0.7233620766290337,39556
ERR2607431,0.6533760531616671,0.7627140019547877,18421
ERR2607432,0.679386872296377,0.7673691794096458,11614
ERR2607433,0.5699696667440988,0.7368788393719871,39849
ERR2607435,0.6020628534686278,0.7288564799981471,25117
ERR2607437,0.6285017060418746,0.8007526342517399,58960
ERR2607439,0.5671112464911475,0.6355498309450974,25580
ERR2607440,0.5732081081988389,0.6441272493631629,34341
ERR2607441,0.572396775980046,0.7895455311499354,46328
ERR2607442,0.5999727774748039,0.7069458324546847,39178
ERR2607443,0.6020532591760606,0.7045852279664497,38280
ERR2607444,0.6055565207312946,0.69586218044433,24712
ERR2607445,0.6037653077153032,0.6938153512959643,24252
ERR2607446,0.5972571659233509,0.7110580114501972,43402
ERR2607447,0.6314628945270141,0.7714632449458846,29997
ERR2607449,0.6669275573346457,0.7514200620221683,11992
ERR2607450,0.5838513319960196,0.7298270133880144,42811
ERR2607451,0.62847362637756,0.7638908467748099,38333
ERR2607457,0.5394937100185746,0.8648893205282742,28247
ERR2607459,0.6409999755864608,0.746462363902215,9289
ERR2607460,0.6118450378880912,0.7340841445565368,20090
ERR2607461,0.5959655385592679,0.7246228812571401,20019
