accession,ref_f_unweighted,ref_f_weighted,n_matches,biome3
ERR2607392,0.6664161437,0.7510917031,6316,Engineered:Wastewater:Water and sludge
ERR2607393,0.5699559393,0.723352661,27694,Engineered:Wastewater:Water and sludge
ERR2607394,0.5080638056,0.5243772616,54992,Engineered:Wastewater:Water and sludge
ERR2607395,0.5116683297,0.5214681936,33732,Engineered:Wastewater:Water and sludge
ERR2607396,0.5048600055,0.5316104966,60643,Engineered:Wastewater:Water and sludge
ERR2607397,0.6133256567,0.7506183396,29251,Engineered:Wastewater:Water and sludge
ERR2607398,0.6762420958,0.7039205406,5461,Engineered:Wastewater:Water and sludge
ERR2607399,0.6040705075,0.6334148691,16705,Engineered:Wastewater:Water and sludge
ERR2607400,0.547654687,0.6094165266,42418,Engineered:Wastewater:Water and sludge
ERR2607401,0.5983673978,0.6454096512,36571,Engineered:Wastewater:Water and sludge
ERR2607402,0.6766673161,0.7331527115,4149,Engineered:Wastewater:Water and sludge
ERR2607404,0.6713748657,0.7345409947,8610,Engineered:Wastewater:Water and sludge
ERR2607405,0.6362899698,0.7373481833,24928,Engineered:Wastewater:Water and sludge
ERR2607406,0.6700289855,0.7181086291,4527,Engineered:Wastewater:Water and sludge
ERR2607407,0.6480530339,0.7276204987,14125,Engineered:Wastewater:Water and sludge
ERR2607409,0.6958319303,0.7926559471,19080,Engineered:Wastewater:Water and sludge
ERR2607410,0.6916566582,0.7767136545,11031,Engineered:Wastewater:Water and sludge
ERR2607411,0.6218120704,0.7695130236,36737,Engineered:Wastewater:Water and sludge
ERR2607413,0.6632195774,0.7826738161,27648,Engineered:Wastewater:Water and sludge
ERR2607414,0.6219113257,0.7705524949,49703,Engineered:Wastewater:Water and sludge
ERR2607415,0.645401085,0.7301814225,10741,Engineered:Wastewater:Water and sludge
ERR2607416,0.6524682937,0.7387043921,25091,Engineered:Wastewater:Water and sludge
ERR2607417,0.66894509,0.7506064085,19065,Engineered:Wastewater:Water and sludge
ERR2607418,0.6560430895,0.7253674537,14518,Engineered:Wastewater:Water and sludge
ERR2607419,0.6713144324,0.7361209874,10426,Engineered:Wastewater:Water and sludge
ERR2607420,0.5960719373,0.6941312297,26442,Engineered:Wastewater:Water and sludge
ERR2607421,0.6012984032,0.702265255,32010,Engineered:Wastewater:Water and sludge
ERR2607422,0.6437966321,0.7367591542,26821,Engineered:Wastewater:Water and sludge
ERR2607423,0.5455907169,0.633429386,74248,Engineered:Wastewater:Water and sludge
ERR2607424,0.6287721774,0.7003647436,14542,Engineered:Wastewater:Water and sludge
ERR2607425,0.5510753161,0.6797042654,49903,Engineered:Wastewater:Water and sludge
ERR2607426,0.5858864578,0.709535315,46568,Engineered:Wastewater:Water and sludge
ERR2607427,0.5334753841,0.6148699307,40316,Engineered:Wastewater:Water and sludge
ERR2607428,0.6206804891,0.7382515781,20220,Engineered:Wastewater:Water and sludge
ERR2607429,0.5583957778,0.7233620766,39556,Engineered:Wastewater:Water and sludge
ERR2607431,0.6533760532,0.762714002,18421,Engineered:Wastewater:Water and sludge
ERR2607432,0.6793868723,0.7673691794,11614,Engineered:Wastewater:Water and sludge
ERR2607433,0.5699696667,0.7368788394,39849,Engineered:Wastewater:Water and sludge
ERR2607435,0.6020628535,0.72885648,25117,Engineered:Wastewater:Water and sludge
ERR2607437,0.628501706,0.8007526343,58960,Engineered:Wastewater:Water and sludge
ERR2607439,0.5671112465,0.6355498309,25580,Engineered:Wastewater:Water and sludge
ERR2607440,0.5732081082,0.6441272494,34341,Engineered:Wastewater:Water and sludge
ERR2607441,0.572396776,0.7895455311,46328,Engineered:Wastewater:Water and sludge
ERR2607442,0.5999727775,0.7069458325,39178,Engineered:Wastewater:Water and sludge
ERR2607443,0.6020532592,0.704585228,38280,Engineered:Wastewater:Water and sludge
ERR2607444,0.6055565207,0.6958621804,24712,Engineered:Wastewater:Water and sludge
ERR2607445,0.6037653077,0.6938153513,24252,Engineered:Wastewater:Water and sludge
ERR2607446,0.5972571659,0.7110580115,43402,Engineered:Wastewater:Water and sludge
ERR2607447,0.6314628945,0.7714632449,29997,Engineered:Wastewater:Water and sludge
ERR2607449,0.6669275573,0.751420062,11992,Engineered:Wastewater:Water and sludge
ERR2607450,0.583851332,0.7298270134,42811,Engineered:Wastewater:Water and sludge
ERR2607451,0.6284736264,0.7638908468,38333,Engineered:Wastewater:Water and sludge
ERR2607452,0.647582533,0.8337617498,17886,Engineered:Wastewater:Water and sludge
ERR2607453,0.6468587404,0.8107285932,11632,Engineered:Wastewater:Water and sludge
ERR2607454,0.5678291166,0.8027389072,25489,Engineered:Wastewater:Water and sludge
ERR2607455,0.6322998194,0.8267515865,23635,Engineered:Wastewater:Water and sludge
ERR2607457,0.53949371,0.8648893205,28247,Engineered:Wastewater:Water and sludge
ERR2607459,0.6409999756,0.7464623639,9289,Engineered:Wastewater:Water and sludge
ERR2607460,0.6118450379,0.7340841446,20090,Engineered:Wastewater:Water and sludge
ERR2607461,0.5959655386,0.7246228813,20019,Engineered:Wastewater:Water and sludge
ERR2607463,0.7022380558,0.7581232366,13527,Engineered:Wastewater:Water and sludge
ERR2607464,0.5813715677,0.6427862147,25848,Engineered:Wastewater:Water and sludge
ERR2607465,0.5253713062,0.6326811361,51620,Engineered:Wastewater:Water and sludge
ERR2607466,0.5501503491,0.6503401723,60477,Engineered:Wastewater:Water and sludge
ERR2607467,0.5934186403,0.7507382245,34087,Engineered:Wastewater:Water and sludge
ERR2607468,0.6019941959,0.7362291836,19339,Engineered:Wastewater:Water and sludge
ERR2607470,0.6156411172,0.7360927186,20710,Engineered:Wastewater:Water and sludge
ERR2607472,0.6045026152,0.7418926699,32909,Engineered:Wastewater:Water and sludge
ERR2607473,0.6685008087,0.8168206602,12065,Engineered:Wastewater:Water and sludge
ERR2607474,0.5660036499,0.7830125453,36289,Engineered:Wastewater:Water and sludge
ERR2607475,0.6302269372,0.821868926,29286,Engineered:Wastewater:Water and sludge
ERR2607476,0.6079849878,0.6467170963,22740,Engineered:Wastewater:Water and sludge
ERR2607477,0.6551594263,0.7260596088,18372,Engineered:Wastewater:Water and sludge
ERR2607480,0.5877243346,0.7581625354,46692,Engineered:Wastewater:Water and sludge
ERR2607481,0.6207824923,0.7291808134,31304,Engineered:Wastewater:Water and sludge
ERR2607482,0.6325033903,0.7193769396,18323,Engineered:Wastewater:Water and sludge
ERR2607483,0.6497786522,0.723537079,5053,Engineered:Wastewater:Water and sludge
ERR2607484,0.6021977779,0.7352880619,50675,Engineered:Wastewater:Water and sludge
ERR2607485,0.4990536707,0.6051079512,55326,Engineered:Wastewater:Water and sludge
ERR2607486,0.5938747792,0.8817675914,30710,Engineered:Wastewater:Water and sludge
ERR2607488,0.721056084,0.7611018944,4671,Engineered:Wastewater:Water and sludge
ERR2607489,0.6119234779,0.7312312197,26800,Engineered:Wastewater:Water and sludge
ERR2607491,0.6398177865,0.7459833346,26562,Engineered:Wastewater:Water and sludge
ERR2607493,0.6597117706,0.8229258304,17202,Engineered:Wastewater:Water and sludge
ERR2607494,0.6493929332,0.8308349947,32060,Engineered:Wastewater:Water and sludge
ERR2607495,0.6441847474,0.7798559921,26797,Engineered:Wastewater:Water and sludge
ERR2607496,0.6532941206,0.7663734115,15627,Engineered:Wastewater:Water and sludge
ERR2607497,0.5748497243,0.7460640471,39277,Engineered:Wastewater:Water and sludge
ERR2607498,0.6327069792,0.7825783523,33584,Engineered:Wastewater:Water and sludge
ERR2619760,0.7177978984,0.8817168744,10941,Host-associated:Human:Digestive system
ERR2683605,0.5384186824,0.6812560986,4429,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683606,0.5072484048,0.6828542714,7228,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683607,0.4830342294,0.6680481591,8017,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683608,0.4629025949,0.6912445756,11643,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683609,0.4933097459,0.6723464231,6521,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683610,0.5535082822,0.6787079895,1270,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683611,0.5249506254,0.6621659243,1746,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683612,0.5383735705,0.6836914185,1809,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683613,0.5295727716,0.6479715121,1973,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683614,0.5182538796,0.6674924305,2101,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683615,0.4961640602,0.6728248699,3049,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683617,0.5192115542,0.6417166549,2677,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683618,0.4996498822,0.6503074636,3512,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683619,0.5255634964,0.6188830563,6227,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683620,0.5168711656,0.6251311408,6943,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683621,0.4948780665,0.6042537294,9025,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683622,0.5052839615,0.6280537212,7844,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683623,0.5452079143,0.7324181258,4470,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683624,0.4956328645,0.5516654965,6153,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683625,0.5211907632,0.5462176903,2806,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683626,0.4802814919,0.542255662,7721,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683627,0.4999503919,0.5501679215,4735,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683628,0.5026637023,0.555791655,5499,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683629,0.5535096738,0.5885299274,2604,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683630,0.5321762731,0.6115360911,3203,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683631,0.5273871207,0.610087803,2525,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683632,0.5467581927,0.6652650793,4482,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683633,0.5113280479,0.669182836,7281,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683634,0.5274238227,0.6817625562,6689,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683635,0.4609461981,0.6586135643,12111,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683636,0.5088285743,0.6499714068,2295,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683637,0.5590474331,0.6338095445,2411,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683638,0.5337822837,0.6358130059,2971,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683639,0.5395030264,0.6394068749,2805,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683640,0.5389547309,0.6331632212,2380,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683641,0.5176736219,0.6248529461,2883,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683642,0.5078908555,0.6258984259,3060,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683643,0.4565334067,0.7014816539,13619,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683644,0.4648248176,0.6510453299,11792,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2683645,0.4769554491,0.6356157315,13298,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2696421,0.3121031146,0.3108227013,6415,Host-associated:Insecta:Digestive system
ERR2696422,0.3169346863,0.3128497379,6635,Host-associated:Insecta:Digestive system
ERR2696423,0.445570188,0.4918300654,12596,Host-associated:Insecta:Digestive system
ERR2696424,0.4331921448,0.4678036192,11603,Host-associated:Insecta:Digestive system
ERR2696425,0.3479449501,0.3551358135,15238,Host-associated:Insecta:Digestive system
ERR2696426,0.3494908892,0.3579925724,15885,Host-associated:Insecta:Digestive system
ERR2696427,0.4436267505,0.4530023979,10748,Host-associated:Insecta:Digestive system
ERR2696428,0.4258287844,0.4306523567,9679,Host-associated:Insecta:Digestive system
ERR2696810,0.648971619,0.9314686515,1474,Engineered:Modeled:Simulated communities (sequence read mixture)
ERR2696812,0.3797378134,0.9730294235,8361,Engineered:Modeled:Simulated communities (sequence read mixture)
ERR2696814,0.4700697404,0.9378948884,4694,Engineered:Modeled:Simulated communities (sequence read mixture)
ERR2709732,0.5361773824,0.5672848404,27407,Host-associated:Plants:Rhizosphere
ERR2709735,0.493091688,0.5015134243,26630,Host-associated:Plants:Rhizosphere
ERR2709740,0.4697701506,0.4853739214,33553,Host-associated:Plants:Rhizosphere
ERR2709762,0.4667835865,0.475429718,29815,Host-associated:Plants:Rhizosphere
ERR2709769,0.4736554716,0.4953977752,25709,Host-associated:Plants:Rhizosphere
ERR2709772,0.4888087869,0.4949146642,29191,Host-associated:Plants:Rhizosphere
ERR2709784,0.4743556758,0.4896487077,29497,Host-associated:Plants:Rhizosphere
ERR2709787,0.5182610775,0.5429697203,24092,Host-associated:Plants:Rhizosphere
ERR2709798,0.5152428493,0.5342949837,27970,Host-associated:Plants:Rhizosphere
ERR2709810,0.5153323073,0.5381135363,27501,Host-associated:Plants:Rhizosphere
ERR2721171,0.4211206824,0.4316816919,13704,Environmental:Aquatic:Freshwater
ERR2721175,0.4851593896,0.5184947149,16570,Environmental:Aquatic:Freshwater
ERR2730831,0.3587160739,0.3437179789,53395,Environmental:Aquatic:Estuary
ERR2749187,0.2493977355,0.3214671947,14425,Host-associated:Human:Digestive system
ERR2749333,0.6779652679,0.9007449635,5405,Host-associated:Human:Digestive system
ERR2749675,0.8359880678,0.9299671197,1939,Host-associated:Human:Digestive system
ERR2749813,0.8505392912,0.9379460439,3068,Host-associated:Human:Digestive system
ERR2749913,0.3194156283,0.387961222,14014,Host-associated:Human:Digestive system
ERR2750096,0.8825275657,0.9531902887,2471,Host-associated:Human:Digestive system
ERR2750176,0.7621705291,0.9180729401,6106,Host-associated:Human:Digestive system
ERR2750211,0.4683817313,0.7503694999,9726,Host-associated:Human:Digestive system
ERR2750365,0.7766407904,0.9390263496,445,Host-associated:Human:Digestive system
ERR2750373,0.2708229124,0.4064065057,12008,Host-associated:Human:Digestive system
ERR2750405,0.378881576,0.62157131,8193,Host-associated:Human:Digestive system
ERR2750515,0.2697172437,0.3397923049,4290,Host-associated:Human:Digestive system
ERR2750565,0.7384306732,0.8710675808,2968,Host-associated:Human:Digestive system
ERR2750639,0.269398579,0.3581219014,16756,Host-associated:Human:Digestive system
ERR2757383,0.7985274892,0.9255036626,3824,Host-associated:Human:Digestive system
ERR2762114,0.4053727334,0.6611561623,14993,Environmental:Aquatic:Marine
ERR2762115,0.3615324103,0.6627509249,29727,Environmental:Aquatic:Marine
ERR2762148,0.3019399559,0.3331708486,33829,Environmental:Aquatic:Marine
ERR2762149,0.3112404421,0.3329346252,18059,Environmental:Aquatic:Marine
ERR2762973,0.5727470759,0.6534236039,23220,Host-associated:Mammals:Digestive system
ERR2762980,0.5657298618,0.6325290701,27056,Host-associated:Mammals:Digestive system
ERR2762992,0.6605656956,0.7828680045,10583,Host-associated:Mammals:Digestive system
ERR2764819,0.8603680431,0.921714649,2749,Host-associated:Human:Digestive system
ERR2764820,0.8619540747,0.9215871949,2818,Host-associated:Human:Digestive system
ERR2764821,0.8584871841,0.9209686819,2788,Host-associated:Human:Digestive system
ERR2784784,0.4658428993,0.8645445871,7128,Host-associated:Human:Digestive system
ERR2784785,0.4353082682,0.8394301011,8571,Host-associated:Human:Digestive system
ERR2784786,0.4172194583,0.8137621497,9025,Host-associated:Human:Digestive system
ERR2784787,0.4173622023,0.8125236751,8703,Host-associated:Human:Digestive system
ERR2784836,0.6200119564,0.877527697,8615,Host-associated:Human:Digestive system
ERR2784837,0.588369136,0.8606986332,9884,Host-associated:Human:Digestive system
ERR2784838,0.5667186,0.8407029103,10892,Host-associated:Human:Digestive system
ERR2784839,0.5688091322,0.8433678689,10458,Host-associated:Human:Digestive system
ERR2806351,0.8540395411,0.9741628421,4047,Host-associated:Human:Digestive system
ERR2808645,0.6066067687,0.6982910072,20879,Engineered:Wastewater:Water and sludge
ERR2808646,0.6105099643,0.6661567911,24638,Engineered:Wastewater:Water and sludge
ERR2808647,0.5860779673,0.6825477256,22539,Engineered:Wastewater:Water and sludge
ERR2808648,0.5964643149,0.6466720727,25138,Engineered:Wastewater:Water and sludge
ERR2808649,0.5859115703,0.6542271955,23494,Engineered:Wastewater:Water and sludge
ERR2808650,0.5873280722,0.6398077898,26093,Engineered:Wastewater:Water and sludge
ERR2808651,0.5628663936,0.6033393626,28085,Engineered:Wastewater:Water and sludge
ERR2808652,0.5955106364,0.6623725493,25597,Engineered:Wastewater:Water and sludge
ERR2808653,0.594052365,0.6552967857,23679,Engineered:Wastewater:Water and sludge
ERR2808654,0.5523079497,0.6116561962,19014,Engineered:Wastewater:Water and sludge
ERR2808655,0.5906002055,0.6476456892,26056,Engineered:Wastewater:Water and sludge
ERR2808656,0.5795096291,0.6463527344,27229,Engineered:Wastewater:Water and sludge
ERR2808657,0.6043048373,0.6586717356,25264,Engineered:Wastewater:Water and sludge
ERR2808658,0.5750991363,0.6447557591,27028,Engineered:Wastewater:Water and sludge
ERR2808659,0.5792771044,0.686142527,22279,Engineered:Wastewater:Water and sludge
ERR2808660,0.5728062267,0.6112978838,26900,Engineered:Wastewater:Water and sludge
ERR2808661,0.5917462569,0.6485931376,26001,Engineered:Wastewater:Water and sludge
ERR2808662,0.6006355593,0.6638365504,25569,Engineered:Wastewater:Water and sludge
ERR2808663,0.6079993474,0.6738700031,24880,Engineered:Wastewater:Water and sludge
ERR2808664,0.6017692418,0.6678621179,22353,Engineered:Wastewater:Water and sludge
ERR2808665,0.6206458284,0.6862448379,23318,Engineered:Wastewater:Water and sludge
ERR2808666,0.5994436202,0.6998147339,20080,Engineered:Wastewater:Water and sludge
ERR2808667,0.6080122315,0.6659208859,22672,Engineered:Wastewater:Water and sludge
ERR2808668,0.5869980204,0.6235956615,16943,Engineered:Wastewater:Water and sludge
ERR2815290,0.181411975,0.3729686881,201,Host-associated:Animal:Digestive system
ERR2815295,0.1705882353,0.8044737689,257,Host-associated:Animal:Digestive system
ERR2815296,0.1838565022,0.9383364784,281,Host-associated:Animal:Digestive system
ERR2815297,0.1730941704,0.7326170687,190,Host-associated:Animal:Digestive system
ERR2815298,0.1860036832,0.7551099113,197,Host-associated:Animal:Digestive system
ERR2815299,0.1626754748,0.787136294,192,Host-associated:Animal:Digestive system
ERR2815300,0.1777777778,0.8750453391,180,Host-associated:Animal:Digestive system
ERR2815304,0.1790174854,0.9410202117,212,Host-associated:Animal:Digestive system
ERR2815307,0.1784061697,0.637279597,337,Host-associated:Animal:Digestive system
ERR2815309,0.1832386364,0.2314257028,253,Host-associated:Animal:Digestive system
ERR2815310,0.1968616262,0.486063383,399,Host-associated:Animal:Digestive system
ERR2815328,0.1994497937,0.2407020476,280,Host-associated:Animal:Digestive system
ERR2815329,0.1761658031,0.4726273916,331,Host-associated:Animal:Digestive system
ERR2815331,0.1946666667,0.7597361141,143,Host-associated:Animal:Digestive system
ERR2815334,0.2156334232,0.7332317073,155,Host-associated:Animal:Digestive system
ERR2815336,0.2088835534,0.7542242704,169,Host-associated:Animal:Digestive system
ERR2815339,0.1818181818,0.7479928101,169,Host-associated:Animal:Digestive system
ERR2815340,0.2028549962,0.7367219299,263,Host-associated:Animal:Digestive system
ERR2815342,0.2373371925,0.3830275229,162,Host-associated:Animal:Digestive system
ERR2815344,0.177540107,0.7980985739,162,Host-associated:Animal:Digestive system
ERR2815345,0.2006507592,0.460537022,181,Host-associated:Animal:Digestive system
ERR2815348,0.1876278119,0.4577619773,359,Host-associated:Animal:Digestive system
ERR2815350,0.1777777778,0.289897511,126,Host-associated:Animal:Digestive system
ERR2815351,0.2168067227,0.2588769612,255,Host-associated:Animal:Digestive system
ERR2848480,0.3930690217,0.4636846658,41421,Environmental:Aquatic:Freshwater
ERR2848499,0.4211553171,0.4951758985,38119,Environmental:Aquatic:Freshwater
ERR2848508,0.3932155499,0.4905952806,39763,Environmental:Aquatic:Freshwater
ERR2848514,0.3470420848,0.3959931281,37856,Environmental:Aquatic:Freshwater
ERR2848538,0.4444173532,0.5491573899,48626,Environmental:Aquatic:Freshwater
ERR2848551,0.4357610101,0.570755759,33484,Environmental:Aquatic:Freshwater
ERR2848571,0.3949336936,0.4477501355,62111,Environmental:Aquatic:Freshwater
ERR2848574,0.4070200706,0.4951168872,39253,Environmental:Aquatic:Freshwater
ERR2855804,0.5844160735,0.9444667309,11161,Host-associated:Human:Digestive system
ERR2855835,0.6516147369,0.9404932698,14853,Host-associated:Human:Digestive system
ERR2863806,0.2566981132,0.320208454,8587,Host-associated:Animal:Digestive system
ERR2863807,0.2471979593,0.2867949879,26518,Host-associated:Animal:Digestive system
ERR2863808,0.2449742082,0.3251577977,8174,Host-associated:Animal:Digestive system
ERR2863810,0.2587120254,0.2845595715,27142,Host-associated:Animal:Digestive system
ERR2863812,0.2630606012,0.3101117,18138,Host-associated:Animal:Digestive system
ERR2863816,0.316016219,0.3319006955,28830,Host-associated:Animal:Digestive system
ERR2863819,0.2859723417,0.2941532098,20907,Host-associated:Animal:Digestive system
ERR2863820,0.2445698576,0.2712149055,26026,Host-associated:Animal:Digestive system
ERR2863822,0.2501743533,0.2823582365,20813,Host-associated:Animal:Digestive system
ERR2863824,0.2616825165,0.3496019831,18227,Host-associated:Animal:Digestive system
ERR2863826,0.2422210561,0.2892545142,24690,Host-associated:Animal:Digestive system
ERR2889249,0.598692367,0.6897691341,26216,Host-associated:Animal:Digestive system
ERR2889250,0.6270489536,0.7279748205,25011,Host-associated:Animal:Digestive system
ERR2889251,0.6306245576,0.7464993588,19968,Host-associated:Animal:Digestive system
ERR2889259,0.5899229639,0.6413274144,21862,Host-associated:Animal:Digestive system
ERR2889267,0.6103375998,0.6494562303,22670,Host-associated:Animal:Digestive system
ERR2889270,0.6163481953,0.7083684816,23574,Host-associated:Animal:Digestive system
ERR3047201,0.5605373026,0.979048718,8315,Host-associated:Fish:Digestive system
ERR3047202,0.5367730595,0.9756127156,11194,Host-associated:Fish:Digestive system
ERR3083899,0.4130005334,0.4560095518,22395,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR3155586,0.4597138119,0.4709362828,7198,Engineered:Solid waste:Composting
ERR3155587,0.551026112,0.5573401771,7088,Engineered:Solid waste:Composting
ERR3155588,0.4658366346,0.4729859196,7384,Engineered:Solid waste:Composting
ERR3155589,0.5639288738,0.576860417,7392,Engineered:Solid waste:Composting
ERR3155590,0.4778620768,0.4868539033,7406,Engineered:Solid waste:Composting
ERR3155591,0.5532709603,0.5578853867,7799,Engineered:Solid waste:Composting
ERR3155592,0.4746680379,0.4827768183,8857,Engineered:Solid waste:Composting
ERR3155593,0.5639882903,0.5737981825,6746,Engineered:Solid waste:Composting
ERR3155594,0.4606550541,0.4734467199,8409,Engineered:Solid waste:Composting
ERR3155595,0.4628389283,0.4757404668,6882,Engineered:Solid waste:Composting
ERR3155596,0.4663888386,0.4752575903,7604,Engineered:Solid waste:Composting
ERR3155597,0.4576257954,0.4670072501,7125,Engineered:Solid waste:Composting
ERR3174586,0.5573300836,0.5643238293,11480,Environmental:Terrestrial:Soil
ERR318593,0.2606360212,0.2967500699,46215,Environmental:Aquatic:Marine
ERR318595,0.2594463567,0.2957648392,47223,Environmental:Aquatic:Marine
ERR3219716,0.5475535643,0.5554721075,11461,Environmental:Terrestrial:Soil
ERR3219753,0.5878703575,0.6014528031,15659,Environmental:Terrestrial:Soil
ERR3219773,0.5635674432,0.5743656015,11518,Environmental:Terrestrial:Soil
ERR3219795,0.5681324411,0.5763630069,11299,Environmental:Terrestrial:Soil
ERR3261535,0.3331526526,0.9360822158,3264,Host-associated:Human:Skin
ERR3261562,0.399303675,0.9646487387,3389,Host-associated:Human:Skin
ERR3261566,0.3684135877,0.9226696573,3072,Host-associated:Human:Skin
ERR3273239,0.3238238777,0.9204891075,4070,Host-associated:Human:Skin
ERR3273253,0.3993397887,0.8866762757,5230,Host-associated:Human:Skin
ERR3273281,0.3383163521,0.9391777771,2666,Host-associated:Human:Skin
ERR3273282,0.3041574416,0.9004127399,4357,Host-associated:Human:Skin
ERR3273300,0.294386734,0.9009650759,4467,Host-associated:Human:Skin
ERR3273309,0.3160022389,0.9261132615,3571,Host-associated:Human:Skin
ERR3274631,0.2589344045,0.350679941,40003,Host-associated:Human:Respiratory system
SRR19759414,0.8017274977,0.9642721676,10697,Host-associated:Mammals:Gastrointestinal tract
SRR19524217,0.7783155527,0.9629015144,3707,Host-associated:Mammals:Gastrointestinal tract
SRR15604590,0.7634310603,0.9626218127,10251,Host-associated:Mammals:Gastrointestinal tract
SRR19524209,0.8365617433,0.9626071258,1265,Host-associated:Mammals:Gastrointestinal tract
SRR15604599,0.6725082558,0.9621379924,9701,Host-associated:Mammals:Gastrointestinal tract
SRR15604544,0.4136579598,0.9617186763,8283,Host-associated:Mammals:Gastrointestinal tract
ERR3339001,0.5710373483,0.8095785265,10029,Host-associated:Birds:Digestive system
ERR3339002,0.4434542261,0.5706129563,11123,Host-associated:Birds:Digestive system
ERR3339027,0.3674263752,0.4432515804,18285,Host-associated:Birds:Digestive system
ERR3339029,0.4462972689,0.5944422135,12581,Host-associated:Birds:Digestive system
ERR3340878,0.6987452312,0.8677042802,6078,Host-associated:Birds:Digestive system
ERR3340879,0.4421655778,0.5382151198,13904,Host-associated:Birds:Digestive system
ERR3340883,0.5570955701,0.7211614826,10649,Host-associated:Birds:Digestive system
ERR3340884,0.5316085545,0.7820092184,11910,Host-associated:Birds:Digestive system
ERR3340889,0.7699324035,0.9057493143,7914,Host-associated:Birds:Digestive system
ERR3340890,0.7667480035,0.9456805634,6312,Host-associated:Birds:Digestive system
SRR15730559,0.6832269372,0.9614692194,14713,Host-associated:Mammals:Gastrointestinal tract
SRR15604625,0.7116668317,0.9611253731,12027,Host-associated:Mammals:Gastrointestinal tract
SRR19759444,0.7975265393,0.9608467804,9367,Host-associated:Mammals:Gastrointestinal tract
SRR19759426,0.8320795784,0.9602790229,9275,Host-associated:Mammals:Gastrointestinal tract
SRR15604533,0.5783320343,0.9596710387,9497,Host-associated:Mammals:Gastrointestinal tract
SRR19981115,0.6590549542,0.9595005459,6445,Host-associated:Mammals:Gastrointestinal tract
SRR5790635,0.902504817,0.9592376183,185,Host-associated:Mammals:Gastrointestinal tract
SRR19759399,0.8466356735,0.9585728083,6911,Host-associated:Mammals:Gastrointestinal tract
SRR19721640,0.7160753211,0.958463206,4713,Host-associated:Mammals:Gastrointestinal tract
SRR15604614,0.6590223782,0.958288038,12352,Host-associated:Mammals:Gastrointestinal tract
SRR15604520,0.7182796455,0.9582387769,12800,Host-associated:Mammals:Gastrointestinal tract
SRR19721626,0.7961834987,0.9577998371,5518,Host-associated:Mammals:Gastrointestinal tract
ERR3357638,0.805763356,0.9577706129,8457,Host-associated:Mammals:Gastrointestinal tract
SRR19721642,0.7686442346,0.9573784283,4806,Host-associated:Mammals:Gastrointestinal tract
SRR19759440,0.8525747803,0.9572412996,9499,Host-associated:Mammals:Gastrointestinal tract
SRR19721629,0.7859531773,0.9565494484,5622,Host-associated:Mammals:Gastrointestinal tract
ERR3414573,0.7927889608,0.9330762736,8662,Host-associated:Birds:Digestive system
ERR3414585,0.7871780135,0.9560944629,10463,Host-associated:Birds:Digestive system
ERR3414592,0.8067175573,0.9475657966,9960,Host-associated:Birds:Digestive system
ERR3440669,0.5182005584,0.5254391522,9763,Environmental:Aquatic:Freshwater
ERR3440690,0.5079223334,0.4719017305,18309,Environmental:Aquatic:Freshwater
