accession,ref_f_unweighted,ref_f_weighted,n_matches,biome3
ERR2241794,0.5348881623169672,0.8298312033846557,21087,Host-associated:Animal:Digestive system
ERR2241799,0.5791425139688493,0.8402610688272363,22380,Host-associated:Animal:Digestive system
ERR2241800,0.4984368921662071,0.6688444992655808,59153,Host-associated:Animal:Digestive system
ERR2241802,0.5557222634473808,0.8686257837467591,27056,Host-associated:Animal:Digestive system
ERR2241807,0.5170426488139573,0.8891348551552944,24576,Host-associated:Animal:Digestive system
ERR2241808,0.4931990409978784,0.8243915173812465,27515,Host-associated:Animal:Digestive system
ERR2241809,0.5078062449954721,0.8642434374661642,24532,Host-associated:Animal:Digestive system
ERR2241817,0.5406140970596268,0.7423131394743259,56034,Host-associated:Animal:Digestive system
ERR2241820,0.5359982047006864,0.6532079443041631,44444,Host-associated:Animal:Digestive system
ERR2241822,0.5113051473100346,0.6395621250801055,48115,Host-associated:Animal:Digestive system
ERR2241825,0.513326884993956,0.5977612129747034,47024,Host-associated:Animal:Digestive system
ERR2241829,0.5186062717763613,0.6885590412238608,41699,Host-associated:Animal:Digestive system
ERR2241832,0.5529251919639703,0.6706575625515637,44009,Host-associated:Animal:Digestive system
ERR2241833,0.5321519527761048,0.7152082660639328,44936,Host-associated:Animal:Digestive system
ERR2241834,0.5611352902780762,0.7009411268106773,46117,Host-associated:Animal:Digestive system
ERR2241837,0.5363789063557537,0.7186132288692444,44054,Host-associated:Animal:Digestive system
ERR2241841,0.4916614883357494,0.6693766348886321,62873,Host-associated:Animal:Digestive system
ERR2241842,0.5295085974634972,0.7204717664887659,49670,Host-associated:Animal:Digestive system
ERR2241845,0.5235383206443303,0.7036002362506844,50833,Host-associated:Animal:Digestive system
ERR2241846,0.5220923710476305,0.6827338905986883,52540,Host-associated:Animal:Digestive system
ERR2241848,0.5508801069295854,0.839957074083178,30071,Host-associated:Animal:Digestive system
ERR2241854,0.569342835767625,0.7791479979730537,35371,Host-associated:Animal:Digestive system
ERR2241855,0.5779947327600087,0.7755578424466555,33997,Host-associated:Animal:Digestive system
ERR2241858,0.64207568261278,0.8000563170468067,25797,Host-associated:Animal:Digestive system
ERR2241859,0.5388531281743099,0.7761977593612938,36638,Host-associated:Animal:Digestive system
ERR2241860,0.4582839306015873,0.7749183876233057,26362,Host-associated:Animal:Digestive system
ERR2241861,0.4994921449725323,0.7115663216167437,25686,Host-associated:Animal:Digestive system
ERR2241862,0.5895241710082983,0.8002307141450217,37980,Host-associated:Animal:Digestive system
ERR2241866,0.5097640618493563,0.8626798241179969,20171,Host-associated:Animal:Digestive system
ERR2241867,0.519976235238131,0.7466188814291818,48031,Host-associated:Animal:Digestive system
ERR2241870,0.515018868535744,0.7313443332876934,58242,Host-associated:Animal:Digestive system
ERR2241871,0.5486207648704088,0.7378754898289764,41399,Host-associated:Animal:Digestive system
ERR2241874,0.5362348313619708,0.7649865463291929,48998,Host-associated:Animal:Digestive system
ERR2241876,0.5322215913049467,0.7307454141548676,50752,Host-associated:Animal:Digestive system
ERR2241878,0.5328435121677065,0.7250399947922934,51525,Host-associated:Animal:Digestive system
ERR2241879,0.5206001357894593,0.7332161195470903,53519,Host-associated:Animal:Digestive system
ERR2241880,0.5546053694057423,0.8403366418548961,49397,Host-associated:Animal:Digestive system
ERR2241881,0.540159306965656,0.777268475824783,47389,Host-associated:Animal:Digestive system
ERR2241884,0.5299883440401174,0.7704132637784089,47771,Host-associated:Animal:Digestive system
ERR2241902,0.4907692817600144,0.8603323527498371,26452,Host-associated:Animal:Digestive system
ERR2241904,0.556469119505904,0.8502194340303058,35655,Host-associated:Animal:Digestive system
ERR2241906,0.525773824649617,0.9041255134213964,16240,Host-associated:Animal:Digestive system
ERR2241911,0.5050186782108065,0.8707671093996091,19895,Host-associated:Animal:Digestive system
ERR2241913,0.463701087343398,0.8870978131340784,22147,Host-associated:Animal:Digestive system
ERR2241917,0.4940507051862959,0.8168909181189522,24615,Host-associated:Animal:Digestive system
ERR2241920,0.5876981580647203,0.7608269883651279,43228,Host-associated:Animal:Digestive system
ERR2241922,0.6217476480588011,0.7376475950376732,32402,Host-associated:Animal:Digestive system
ERR2241923,0.5560340342881925,0.8638917165624351,26972,Host-associated:Animal:Digestive system
ERR2241927,0.5800791706544859,0.7517155000474879,20782,Host-associated:Animal:Digestive system
ERR2241928,0.5714569872327343,0.725522444070678,40301,Host-associated:Animal:Digestive system
ERR2241930,0.5348489854904016,0.6660878915194839,48692,Host-associated:Animal:Digestive system
ERR2241933,0.6291893918531036,0.9020643390671618,23745,Host-associated:Animal:Digestive system
ERR2241934,0.5326521097903112,0.6710881449070054,54135,Host-associated:Animal:Digestive system
ERR2241938,0.6013139789410479,0.7331813088213398,42864,Host-associated:Animal:Digestive system
ERR2241940,0.571657603154802,0.6868297357044235,46239,Host-associated:Animal:Digestive system
ERR2241942,0.5774237509606828,0.6745247422834737,40185,Host-associated:Animal:Digestive system
ERR2241945,0.5888590946814273,0.8791692162997529,24013,Host-associated:Animal:Digestive system
ERR2241950,0.6152226537636853,0.875803824934682,23260,Host-associated:Animal:Digestive system
ERR2241953,0.5242260055573479,0.7000731112053304,19947,Host-associated:Animal:Digestive system
ERR2241955,0.4712354959037335,0.7426024061206042,19428,Host-associated:Animal:Digestive system
ERR2241960,0.6138702439668178,0.7599006474204976,30742,Host-associated:Animal:Digestive system
ERR2241961,0.5971507332096472,0.7682369307892496,40818,Host-associated:Animal:Digestive system
ERR2241966,0.6287239355211901,0.777384516991773,33477,Host-associated:Animal:Digestive system
ERR2241967,0.6083904668622999,0.7292270016590817,40401,Host-associated:Animal:Digestive system
ERR2241968,0.6113060711384865,0.8206228853669738,45412,Host-associated:Animal:Digestive system
ERR2241969,0.6247135470413692,0.7486468225026283,28071,Host-associated:Animal:Digestive system
ERR2241971,0.6028255542518492,0.8650810547074765,25324,Host-associated:Animal:Digestive system
ERR2241979,0.5364205482855663,0.8088282342787417,20375,Host-associated:Animal:Digestive system
ERR2241980,0.6665149345330176,0.7601085924410569,26497,Host-associated:Animal:Digestive system
ERR2241981,0.5211068676407017,0.9246052918456228,14672,Host-associated:Animal:Digestive system
ERR2241983,0.514058970594913,0.7251754079558613,22832,Host-associated:Animal:Digestive system
ERR2241986,0.5446214111839892,0.7939821871285027,20347,Host-associated:Animal:Digestive system
ERR2245443,0.5504603557696252,0.720633178199911,46232,Host-associated:Animal:Digestive system
ERR2245445,0.5381645732706097,0.7511773903525917,51715,Host-associated:Animal:Digestive system
ERR2245452,0.5437472423149687,0.7644040395009853,48260,Host-associated:Animal:Digestive system
ERR2245454,0.6303147758871628,0.7590374712481172,36236,Host-associated:Animal:Digestive system
ERR2245457,0.5640661218051023,0.7460137571729195,45644,Host-associated:Animal:Digestive system
ERR2245458,0.5533242801657664,0.7495155050365917,43490,Host-associated:Animal:Digestive system
ERR2245459,0.5373435403326708,0.7435398378537869,55303,Host-associated:Animal:Digestive system
ERR2245461,0.517193627319663,0.6821447605726788,56950,Host-associated:Animal:Digestive system
ERR2245469,0.514319140657969,0.6970111398448379,48686,Host-associated:Animal:Digestive system
ERR2245471,0.5258303684146196,0.7291501892678333,54073,Host-associated:Animal:Digestive system
ERR2245474,0.5594585376522963,0.7345463068140203,41925,Host-associated:Animal:Digestive system
ERR2245478,0.5045438664518686,0.6783789987776232,61768,Host-associated:Animal:Digestive system
ERR2245479,0.5463449984802075,0.7639454447590939,45412,Host-associated:Animal:Digestive system
ERR2245482,0.5358285511142552,0.7469852251786234,56160,Host-associated:Animal:Digestive system
ERR2245483,0.5537332804457213,0.7555725241721102,47478,Host-associated:Animal:Digestive system
ERR2245486,0.5650151425406479,0.7838964710039309,46314,Host-associated:Animal:Digestive system
ERR2245488,0.5539035414463255,0.745354717902141,48604,Host-associated:Animal:Digestive system
ERR2407577,0.3911409599088951,0.4409724221313835,44268,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2407578,0.3962180708019737,0.4423609826877391,45092,Environmental:Aquatic:Non-marine Saline and Alkaline
ERR2437276,0.4048662671072354,0.5169515877458457,45062,Environmental:Aquatic:Non-marine Saline and Alkaline
